,snapshot_id,model_id,output_set,output_id,output_label,output_row,output_value,override_value,actual_value
2788,1,1,Guinea FOB output,17,Dynamic,126,0.0,,
2789,1,1,Guinea FOB output,18,AMC,126,0.0,,
2790,1,1,Guinea FOB output,19,Chalco,126,0.020050714547967252,,
2791,1,1,Guinea FOB output,20,Dapilon.4,126,0.020050714547967252,,
2792,1,1,Guinea FOB output,21,Rundi Boffa,126,0.020050714547967252,,
2793,1,1,Guinea FOB output,22,SPIC,126,0.020050714547967252,,
2794,1,1,Guinea FOB output,1,Field,127,Include in costs ? (switch) =>,,
2795,1,1,Guinea FOB output,2,Kamsar,127,0,,
2796,1,1,Guinea FOB output,3,Rusal Nunez,127,0,,
2797,1,1,Guinea FOB output,4,GAC Kamsar,127,0,,
2798,1,1,Guinea FOB output,5,Rusal Conakry,127,0,,
2799,1,1,Guinea FOB output,6,Rusal Conakry.1,127,0,,
2800,1,1,Guinea FOB output,7,Alufer Cap Verga,127,1,,
2801,1,1,Guinea FOB output,8,Dapilon,127,0,,
2802,1,1,Guinea FOB output,9,Dapilon.1,127,1,,
2803,1,1,Guinea FOB output,10,Dapilon.2,127,1,,
2804,1,1,Guinea FOB output,11,Dapilon.3,127,1,,
2805,1,1,Guinea FOB output,12,Ashapura,127,0,,
2806,1,1,Guinea FOB output,13,Katougouma,127,0,,
2807,1,1,Guinea FOB output,14,Katougouma.1,127,0,,
2808,1,1,Guinea FOB output,15,Katougouma.2,127,0,,
2809,1,1,Guinea FOB output,16,AGB2A Pongo,127,0,,
2810,1,1,Guinea FOB output,17,Dynamic,127,1,,
2811,1,1,Guinea FOB output,18,AMC,127,1,,
2812,1,1,Guinea FOB output,19,Chalco,127,0,,
2813,1,1,Guinea FOB output,20,Dapilon.4,127,1,,
2814,1,1,Guinea FOB output,21,Rundi Boffa,127,0,,
2815,1,1,Guinea FOB output,22,SPIC,127,0,,
2816,1,1,Guinea FOB output,1,Field,128,insitu  tph,,
2817,1,1,Guinea FOB output,2,Kamsar,128,250,,
2818,1,1,Guinea FOB output,3,Rusal Nunez,128,250,,
2819,1,1,Guinea FOB output,4,GAC Kamsar,128,250,,
2820,1,1,Guinea FOB output,5,Rusal Conakry,128,250,,
2821,1,1,Guinea FOB output,6,Rusal Conakry.1,128,250,,
2822,1,1,Guinea FOB output,7,Alufer Cap Verga,128,125,,
2823,1,1,Guinea FOB output,8,Dapilon,128,250,,
2824,1,1,Guinea FOB output,9,Dapilon.1,128,250,,
2825,1,1,Guinea FOB output,10,Dapilon.2,128,250,,
2826,1,1,Guinea FOB output,11,Dapilon.3,128,250,,
2827,1,1,Guinea FOB output,12,Ashapura,128,250,,
2828,1,1,Guinea FOB output,13,Katougouma,128,250,,
2829,1,1,Guinea FOB output,14,Katougouma.1,128,250,,
2830,1,1,Guinea FOB output,15,Katougouma.2,128,250,,
2831,1,1,Guinea FOB output,16,AGB2A Pongo,128,250,,
2832,1,1,Guinea FOB output,17,Dynamic,128,250,,
2833,1,1,Guinea FOB output,18,AMC,128,203.750278358908,,
2834,1,1,Guinea FOB output,19,Chalco,128,250,,
2835,1,1,Guinea FOB output,20,Dapilon.4,128,250,,
2836,1,1,Guinea FOB output,21,Rundi Boffa,128,250,,
2837,1,1,Guinea FOB output,22,SPIC,128,250,,
2838,1,1,Guinea FOB output,1,Field,129,Base Values,,
2839,1,1,Guinea FOB output,2,Kamsar,129,,,
2840,1,1,Guinea FOB output,3,Rusal Nunez,129,,,
2841,1,1,Guinea FOB output,4,GAC Kamsar,129,,,
2842,1,1,Guinea FOB output,5,Rusal Conakry,129,,,
2843,1,1,Guinea FOB output,6,Rusal Conakry.1,129,,,
2844,1,1,Guinea FOB output,7,Alufer Cap Verga,129,,,
2845,1,1,Guinea FOB output,8,Dapilon,129,,,
2846,1,1,Guinea FOB output,9,Dapilon.1,129,,,
2847,1,1,Guinea FOB output,10,Dapilon.2,129,,,
2848,1,1,Guinea FOB output,11,Dapilon.3,129,,,
2849,1,1,Guinea FOB output,12,Ashapura,129,,,
2850,1,1,Guinea FOB output,13,Katougouma,129,,,
2851,1,1,Guinea FOB output,14,Katougouma.1,129,,,
2852,1,1,Guinea FOB output,15,Katougouma.2,129,,,
2853,1,1,Guinea FOB output,16,AGB2A Pongo,129,,,
2854,1,1,Guinea FOB output,17,Dynamic,129,,,
2855,1,1,Guinea FOB output,18,AMC,129,,,
2856,1,1,Guinea FOB output,19,Chalco,129,,,
2857,1,1,Guinea FOB output,20,Dapilon.4,129,,,
2858,1,1,Guinea FOB output,21,Rundi Boffa,129,,,
2859,1,1,Guinea FOB output,22,SPIC,129,,,
2860,1,1,Guinea FOB output,1,Field,130,diesel,,
2861,1,1,Guinea FOB output,2,Kamsar,130,0.192012288786482,,
2862,1,1,Guinea FOB output,3,Rusal Nunez,130,0.192012288786482,,
2863,1,1,Guinea FOB output,4,GAC Kamsar,130,0.192012288786482,,
2864,1,1,Guinea FOB output,5,Rusal Conakry,130,0.192012288786482,,
2865,1,1,Guinea FOB output,6,Rusal Conakry.1,130,0.192012288786482,,
2866,1,1,Guinea FOB output,7,Alufer Cap Verga,130,0.192012288786482,,
2867,1,1,Guinea FOB output,8,Dapilon,130,0.192012288786482,,
2868,1,1,Guinea FOB output,9,Dapilon.1,130,0.192012288786482,,
2869,1,1,Guinea FOB output,10,Dapilon.2,130,0.192012288786482,,
2870,1,1,Guinea FOB output,11,Dapilon.3,130,0.192012288786482,,
2871,1,1,Guinea FOB output,12,Ashapura,130,0.192012288786482,,
2872,1,1,Guinea FOB output,13,Katougouma,130,0.192012288786482,,
2873,1,1,Guinea FOB output,14,Katougouma.1,130,0.192012288786482,,
2874,1,1,Guinea FOB output,15,Katougouma.2,130,0.192012288786482,,
2875,1,1,Guinea FOB output,16,AGB2A Pongo,130,0.192012288786482,,
2876,1,1,Guinea FOB output,17,Dynamic,130,0.192012288786482,,
2877,1,1,Guinea FOB output,18,AMC,130,0.192012288786482,,
2878,1,1,Guinea FOB output,19,Chalco,130,0.192012288786482,,
2879,1,1,Guinea FOB output,20,Dapilon.4,130,0.192012288786482,,
2880,1,1,Guinea FOB output,21,Rundi Boffa,130,0.192012288786482,,
2881,1,1,Guinea FOB output,22,SPIC,130,0.192012288786482,,
2882,1,1,Guinea FOB output,1,Field,131,"labour (incl. mtce, camp, etc)",,
2883,1,1,Guinea FOB output,2,Kamsar,131,0.00921658986175115,,
2884,1,1,Guinea FOB output,3,Rusal Nunez,131,0.00921658986175115,,
2885,1,1,Guinea FOB output,4,GAC Kamsar,131,0.00921658986175115,,
2886,1,1,Guinea FOB output,5,Rusal Conakry,131,0.00921658986175115,,
2887,1,1,Guinea FOB output,6,Rusal Conakry.1,131,0.00921658986175115,,
2888,1,1,Guinea FOB output,7,Alufer Cap Verga,131,0.00921658986175115,,
2889,1,1,Guinea FOB output,8,Dapilon,131,0.00921658986175115,,
2890,1,1,Guinea FOB output,9,Dapilon.1,131,0.00921658986175115,,
2891,1,1,Guinea FOB output,10,Dapilon.2,131,0.00921658986175115,,
2892,1,1,Guinea FOB output,11,Dapilon.3,131,0.00921658986175115,,
2893,1,1,Guinea FOB output,12,Ashapura,131,0.00921658986175115,,
2894,1,1,Guinea FOB output,13,Katougouma,131,0.00921658986175115,,
2895,1,1,Guinea FOB output,14,Katougouma.1,131,0.00921658986175115,,
2896,1,1,Guinea FOB output,15,Katougouma.2,131,0.00921658986175115,,
2897,1,1,Guinea FOB output,16,AGB2A Pongo,131,0.00921658986175115,,
2898,1,1,Guinea FOB output,17,Dynamic,131,0.00921658986175115,,
2899,1,1,Guinea FOB output,18,AMC,131,0.00921658986175115,,
2900,1,1,Guinea FOB output,19,Chalco,131,0.00921658986175115,,
2901,1,1,Guinea FOB output,20,Dapilon.4,131,0.00921658986175115,,
2902,1,1,Guinea FOB output,21,Rundi Boffa,131,0.00921658986175115,,
2903,1,1,Guinea FOB output,22,SPIC,131,0.00921658986175115,,
2904,1,1,Guinea FOB output,1,Field,132,maintenance (parts & consumables only),,
2905,1,1,Guinea FOB output,2,Kamsar,132,0.435390476190476,,
2906,1,1,Guinea FOB output,3,Rusal Nunez,132,0.435390476190476,,
2907,1,1,Guinea FOB output,4,GAC Kamsar,132,0.435390476190476,,
2908,1,1,Guinea FOB output,5,Rusal Conakry,132,0.435390476190476,,
2909,1,1,Guinea FOB output,6,Rusal Conakry.1,132,0.435390476190476,,
2910,1,1,Guinea FOB output,7,Alufer Cap Verga,132,0.435390476190476,,
2911,1,1,Guinea FOB output,8,Dapilon,132,0.435390476190476,,
2912,1,1,Guinea FOB output,9,Dapilon.1,132,0.435390476190476,,
2913,1,1,Guinea FOB output,10,Dapilon.2,132,0.435390476190476,,
2914,1,1,Guinea FOB output,11,Dapilon.3,132,0.435390476190476,,
2915,1,1,Guinea FOB output,12,Ashapura,132,0.435390476190476,,
2916,1,1,Guinea FOB output,13,Katougouma,132,0.435390476190476,,
2917,1,1,Guinea FOB output,14,Katougouma.1,132,0.435390476190476,,
2918,1,1,Guinea FOB output,15,Katougouma.2,132,0.435390476190476,,
2919,1,1,Guinea FOB output,16,AGB2A Pongo,132,0.435390476190476,,
2920,1,1,Guinea FOB output,17,Dynamic,132,0.435390476190476,,
2921,1,1,Guinea FOB output,18,AMC,132,0.435390476190476,,
2922,1,1,Guinea FOB output,19,Chalco,132,0.435390476190476,,
2923,1,1,Guinea FOB output,20,Dapilon.4,132,0.435390476190476,,
2924,1,1,Guinea FOB output,21,Rundi Boffa,132,0.435390476190476,,
2925,1,1,Guinea FOB output,22,SPIC,132,0.435390476190476,,
2926,1,1,Guinea FOB output,1,Field,133,Values after efficiency factoring,,
2927,1,1,Guinea FOB output,2,Kamsar,133,,,
2928,1,1,Guinea FOB output,3,Rusal Nunez,133,,,
2929,1,1,Guinea FOB output,4,GAC Kamsar,133,,,
2930,1,1,Guinea FOB output,5,Rusal Conakry,133,,,
2931,1,1,Guinea FOB output,6,Rusal Conakry.1,133,,,
2932,1,1,Guinea FOB output,7,Alufer Cap Verga,133,,,
2933,1,1,Guinea FOB output,8,Dapilon,133,,,
2934,1,1,Guinea FOB output,9,Dapilon.1,133,,,
2935,1,1,Guinea FOB output,10,Dapilon.2,133,,,
2936,1,1,Guinea FOB output,11,Dapilon.3,133,,,
2937,1,1,Guinea FOB output,12,Ashapura,133,,,
2938,1,1,Guinea FOB output,13,Katougouma,133,,,
2939,1,1,Guinea FOB output,14,Katougouma.1,133,,,
2940,1,1,Guinea FOB output,15,Katougouma.2,133,,,
2941,1,1,Guinea FOB output,16,AGB2A Pongo,133,,,
2942,1,1,Guinea FOB output,17,Dynamic,133,,,
2943,1,1,Guinea FOB output,18,AMC,133,,,
2944,1,1,Guinea FOB output,19,Chalco,133,,,
2945,1,1,Guinea FOB output,20,Dapilon.4,133,,,
2946,1,1,Guinea FOB output,21,Rundi Boffa,133,,,
2947,1,1,Guinea FOB output,22,SPIC,133,,,
2948,1,1,Guinea FOB output,1,Field,134,diesel,,
2949,1,1,Guinea FOB output,2,Kamsar,134,0.192012288786482,,
2950,1,1,Guinea FOB output,3,Rusal Nunez,134,0.192012288786482,,
2951,1,1,Guinea FOB output,4,GAC Kamsar,134,0.192012288786482,,
2952,1,1,Guinea FOB output,5,Rusal Conakry,134,0.192012288786482,,
2953,1,1,Guinea FOB output,6,Rusal Conakry.1,134,0.192012288786482,,
2954,1,1,Guinea FOB output,7,Alufer Cap Verga,134,0.192012288786482,,
2955,1,1,Guinea FOB output,8,Dapilon,134,0.192012288786482,,
2956,1,1,Guinea FOB output,9,Dapilon.1,134,0.1728110599078338,,
2957,1,1,Guinea FOB output,10,Dapilon.2,134,0.192012288786482,,
2958,1,1,Guinea FOB output,11,Dapilon.3,134,0.192012288786482,,
2959,1,1,Guinea FOB output,12,Ashapura,134,0.192012288786482,,
2960,1,1,Guinea FOB output,13,Katougouma,134,0.192012288786482,,
2961,1,1,Guinea FOB output,14,Katougouma.1,134,0.192012288786482,,
2962,1,1,Guinea FOB output,15,Katougouma.2,134,0.192012288786482,,
2963,1,1,Guinea FOB output,16,AGB2A Pongo,134,0.192012288786482,,
2964,1,1,Guinea FOB output,17,Dynamic,134,0.192012288786482,,
2965,1,1,Guinea FOB output,18,AMC,134,0.192012288786482,,
2966,1,1,Guinea FOB output,19,Chalco,134,0.192012288786482,,
2967,1,1,Guinea FOB output,20,Dapilon.4,134,0.192012288786482,,
2968,1,1,Guinea FOB output,21,Rundi Boffa,134,0.192012288786482,,
2969,1,1,Guinea FOB output,22,SPIC,134,0.192012288786482,,
2970,1,1,Guinea FOB output,1,Field,135,"labour (incl. mtce, camp, etc)",,
2971,1,1,Guinea FOB output,2,Kamsar,135,0.00921658986175115,,
2972,1,1,Guinea FOB output,3,Rusal Nunez,135,0.00921658986175115,,
2973,1,1,Guinea FOB output,4,GAC Kamsar,135,0.00921658986175115,,
2974,1,1,Guinea FOB output,5,Rusal Conakry,135,0.00921658986175115,,
2975,1,1,Guinea FOB output,6,Rusal Conakry.1,135,0.00921658986175115,,
2976,1,1,Guinea FOB output,7,Alufer Cap Verga,135,0.00921658986175115,,
2977,1,1,Guinea FOB output,8,Dapilon,135,0.00921658986175115,,
2978,1,1,Guinea FOB output,9,Dapilon.1,135,0.008294930875576036,,
2979,1,1,Guinea FOB output,10,Dapilon.2,135,0.00921658986175115,,
2980,1,1,Guinea FOB output,11,Dapilon.3,135,0.00921658986175115,,
2981,1,1,Guinea FOB output,12,Ashapura,135,0.00921658986175115,,
2982,1,1,Guinea FOB output,13,Katougouma,135,0.00921658986175115,,
2983,1,1,Guinea FOB output,14,Katougouma.1,135,0.00921658986175115,,
2984,1,1,Guinea FOB output,15,Katougouma.2,135,0.00921658986175115,,
2985,1,1,Guinea FOB output,16,AGB2A Pongo,135,0.00921658986175115,,
2986,1,1,Guinea FOB output,17,Dynamic,135,0.00921658986175115,,
2987,1,1,Guinea FOB output,18,AMC,135,0.00921658986175115,,
2988,1,1,Guinea FOB output,19,Chalco,135,0.00921658986175115,,
2989,1,1,Guinea FOB output,20,Dapilon.4,135,0.00921658986175115,,
2990,1,1,Guinea FOB output,21,Rundi Boffa,135,0.00921658986175115,,
2991,1,1,Guinea FOB output,22,SPIC,135,0.00921658986175115,,
2992,1,1,Guinea FOB output,1,Field,136,maintenance (parts & consumables only),,
2993,1,1,Guinea FOB output,2,Kamsar,136,0.435390476190476,,
2994,1,1,Guinea FOB output,3,Rusal Nunez,136,0.435390476190476,,
2995,1,1,Guinea FOB output,4,GAC Kamsar,136,0.435390476190476,,
2996,1,1,Guinea FOB output,5,Rusal Conakry,136,0.435390476190476,,
2997,1,1,Guinea FOB output,6,Rusal Conakry.1,136,0.435390476190476,,
2998,1,1,Guinea FOB output,7,Alufer Cap Verga,136,0.435390476190476,,
2999,1,1,Guinea FOB output,8,Dapilon,136,0.435390476190476,,
3000,1,1,Guinea FOB output,9,Dapilon.1,136,0.3918514285714284,,
3001,1,1,Guinea FOB output,10,Dapilon.2,136,0.435390476190476,,
3002,1,1,Guinea FOB output,11,Dapilon.3,136,0.435390476190476,,
3003,1,1,Guinea FOB output,12,Ashapura,136,0.435390476190476,,
3004,1,1,Guinea FOB output,13,Katougouma,136,0.435390476190476,,
3005,1,1,Guinea FOB output,14,Katougouma.1,136,0.435390476190476,,
3006,1,1,Guinea FOB output,15,Katougouma.2,136,0.435390476190476,,
3007,1,1,Guinea FOB output,16,AGB2A Pongo,136,0.435390476190476,,
3008,1,1,Guinea FOB output,17,Dynamic,136,0.435390476190476,,
3009,1,1,Guinea FOB output,18,AMC,136,0.435390476190476,,
3010,1,1,Guinea FOB output,19,Chalco,136,0.435390476190476,,
3011,1,1,Guinea FOB output,20,Dapilon.4,136,0.435390476190476,,
3012,1,1,Guinea FOB output,21,Rundi Boffa,136,0.435390476190476,,
3013,1,1,Guinea FOB output,22,SPIC,136,0.435390476190476,,
3014,1,1,Guinea FOB output,1,Field,137,Cost per wmt,,
3015,1,1,Guinea FOB output,2,Kamsar,137,,,
3016,1,1,Guinea FOB output,3,Rusal Nunez,137,,,
3017,1,1,Guinea FOB output,4,GAC Kamsar,137,,,
3018,1,1,Guinea FOB output,5,Rusal Conakry,137,,,
3019,1,1,Guinea FOB output,6,Rusal Conakry.1,137,,,
3020,1,1,Guinea FOB output,7,Alufer Cap Verga,137,,,
3021,1,1,Guinea FOB output,8,Dapilon,137,,,
3022,1,1,Guinea FOB output,9,Dapilon.1,137,,,
3023,1,1,Guinea FOB output,10,Dapilon.2,137,,,
3024,1,1,Guinea FOB output,11,Dapilon.3,137,,,
3025,1,1,Guinea FOB output,12,Ashapura,137,,,
3026,1,1,Guinea FOB output,13,Katougouma,137,,,
3027,1,1,Guinea FOB output,14,Katougouma.1,137,,,
3028,1,1,Guinea FOB output,15,Katougouma.2,137,,,
3029,1,1,Guinea FOB output,16,AGB2A Pongo,137,,,
3030,1,1,Guinea FOB output,17,Dynamic,137,,,
3031,1,1,Guinea FOB output,18,AMC,137,,,
3032,1,1,Guinea FOB output,19,Chalco,137,,,
3033,1,1,Guinea FOB output,20,Dapilon.4,137,,,
3034,1,1,Guinea FOB output,21,Rundi Boffa,137,,,
3035,1,1,Guinea FOB output,22,SPIC,137,,,
3036,1,1,Guinea FOB output,1,Field,138,diesel,,
3037,1,1,Guinea FOB output,2,Kamsar,138,0.4999999999999991,,
3038,1,1,Guinea FOB output,3,Rusal Nunez,138,0.4999999999999991,,
3039,1,1,Guinea FOB output,4,GAC Kamsar,138,0.4999999999999991,,
3040,1,1,Guinea FOB output,5,Rusal Conakry,138,0.4999999999999991,,
3041,1,1,Guinea FOB output,6,Rusal Conakry.1,138,0.4999999999999991,,
3042,1,1,Guinea FOB output,7,Alufer Cap Verga,138,0.9999999999999982,,
3043,1,1,Guinea FOB output,8,Dapilon,138,0.4999999999999991,,
3044,1,1,Guinea FOB output,9,Dapilon.1,138,0.4499999999999992,,
3045,1,1,Guinea FOB output,10,Dapilon.2,138,0.4999999999999991,,
3046,1,1,Guinea FOB output,11,Dapilon.3,138,0.4999999999999991,,
3047,1,1,Guinea FOB output,12,Ashapura,138,0.4999999999999991,,
3048,1,1,Guinea FOB output,13,Katougouma,138,0.4999999999999991,,
3049,1,1,Guinea FOB output,14,Katougouma.1,138,0.4999999999999991,,
3050,1,1,Guinea FOB output,15,Katougouma.2,138,0.4999999999999991,,
3051,1,1,Guinea FOB output,16,AGB2A Pongo,138,0.4999999999999991,,
3052,1,1,Guinea FOB output,17,Dynamic,138,0.4999999999999991,,
3053,1,1,Guinea FOB output,18,AMC,138,0.613496094370046,,
3054,1,1,Guinea FOB output,19,Chalco,138,0.4999999999999991,,
3055,1,1,Guinea FOB output,20,Dapilon.4,138,0.4999999999999991,,
3056,1,1,Guinea FOB output,21,Rundi Boffa,138,0.4999999999999991,,
3057,1,1,Guinea FOB output,22,SPIC,138,0.4999999999999991,,
3058,1,1,Guinea FOB output,1,Field,139,"labour (incl. mtce, camp, etc)",,
3059,1,1,Guinea FOB output,2,Kamsar,139,0.02999999999999992,,
3060,1,1,Guinea FOB output,3,Rusal Nunez,139,0.02849999999999992,,
3061,1,1,Guinea FOB output,4,GAC Kamsar,139,0.034999999999999906,,
3062,1,1,Guinea FOB output,5,Rusal Conakry,139,0.02849999999999992,,
3063,1,1,Guinea FOB output,6,Rusal Conakry.1,139,0.02849999999999992,,
3064,1,1,Guinea FOB output,7,Alufer Cap Verga,139,0.0664999999999998,,
3065,1,1,Guinea FOB output,8,Dapilon,139,0.02399999999999993,,
3066,1,1,Guinea FOB output,9,Dapilon.1,139,0.021599999999999946,,
3067,1,1,Guinea FOB output,10,Dapilon.2,139,0.02399999999999993,,
3068,1,1,Guinea FOB output,11,Dapilon.3,139,0.02399999999999993,,
3069,1,1,Guinea FOB output,12,Ashapura,139,0.02399999999999993,,
3070,1,1,Guinea FOB output,13,Katougouma,139,0.02399999999999993,,
3071,1,1,Guinea FOB output,14,Katougouma.1,139,0.02399999999999993,,
3072,1,1,Guinea FOB output,15,Katougouma.2,139,0.02399999999999993,,
3073,1,1,Guinea FOB output,16,AGB2A Pongo,139,0.02399999999999993,,
3074,1,1,Guinea FOB output,17,Dynamic,139,0.02849999999999992,,
3075,1,1,Guinea FOB output,18,AMC,139,0.03496927737909259,,
3076,1,1,Guinea FOB output,19,Chalco,139,0.02399999999999993,,
3077,1,1,Guinea FOB output,20,Dapilon.4,139,0.02399999999999993,,
3078,1,1,Guinea FOB output,21,Rundi Boffa,139,0.02399999999999993,,
3079,1,1,Guinea FOB output,22,SPIC,139,0.02399999999999993,,
3080,1,1,Guinea FOB output,1,Field,140,maintenance (parts & consumables only),,
3081,1,1,Guinea FOB output,2,Kamsar,140,1.1337567999999993,,
3082,1,1,Guinea FOB output,3,Rusal Nunez,140,1.1337567999999993,,
3083,1,1,Guinea FOB output,4,GAC Kamsar,140,1.1337567999999993,,
3084,1,1,Guinea FOB output,5,Rusal Conakry,140,1.1337567999999993,,
3085,1,1,Guinea FOB output,6,Rusal Conakry.1,140,1.1337567999999993,,
3086,1,1,Guinea FOB output,7,Alufer Cap Verga,140,2.2675135999999987,,
3087,1,1,Guinea FOB output,8,Dapilon,140,1.1337567999999993,,
3088,1,1,Guinea FOB output,9,Dapilon.1,140,1.0203811199999995,,
3089,1,1,Guinea FOB output,10,Dapilon.2,140,1.1337567999999993,,
3090,1,1,Guinea FOB output,11,Dapilon.3,140,1.1337567999999993,,
3091,1,1,Guinea FOB output,12,Ashapura,140,1.1337567999999993,,
3092,1,1,Guinea FOB output,13,Katougouma,140,1.1337567999999993,,
3093,1,1,Guinea FOB output,14,Katougouma.1,140,1.1337567999999993,,
3094,1,1,Guinea FOB output,15,Katougouma.2,140,1.1337567999999993,,
3095,1,1,Guinea FOB output,16,AGB2A Pongo,140,1.1337567999999993,,
3096,1,1,Guinea FOB output,17,Dynamic,140,1.1337567999999993,,
3097,1,1,Guinea FOB output,18,AMC,140,1.3911107375309648,,
3098,1,1,Guinea FOB output,19,Chalco,140,1.1337567999999993,,
3099,1,1,Guinea FOB output,20,Dapilon.4,140,1.1337567999999993,,
3100,1,1,Guinea FOB output,21,Rundi Boffa,140,1.1337567999999993,,
3101,1,1,Guinea FOB output,22,SPIC,140,1.1337567999999993,,
3102,1,1,Guinea FOB output,1,Field,141,Cost per wmt of ore,,
3103,1,1,Guinea FOB output,2,Kamsar,141,,,
3104,1,1,Guinea FOB output,3,Rusal Nunez,141,,,
3105,1,1,Guinea FOB output,4,GAC Kamsar,141,,,
3106,1,1,Guinea FOB output,5,Rusal Conakry,141,,,
3107,1,1,Guinea FOB output,6,Rusal Conakry.1,141,,,
3108,1,1,Guinea FOB output,7,Alufer Cap Verga,141,,,
3109,1,1,Guinea FOB output,8,Dapilon,141,,,
3110,1,1,Guinea FOB output,9,Dapilon.1,141,,,
3111,1,1,Guinea FOB output,10,Dapilon.2,141,,,
3112,1,1,Guinea FOB output,11,Dapilon.3,141,,,
3113,1,1,Guinea FOB output,12,Ashapura,141,,,
3114,1,1,Guinea FOB output,13,Katougouma,141,,,
3115,1,1,Guinea FOB output,14,Katougouma.1,141,,,
3116,1,1,Guinea FOB output,15,Katougouma.2,141,,,
3117,1,1,Guinea FOB output,16,AGB2A Pongo,141,,,
3118,1,1,Guinea FOB output,17,Dynamic,141,,,
3119,1,1,Guinea FOB output,18,AMC,141,,,
3120,1,1,Guinea FOB output,19,Chalco,141,,,
3121,1,1,Guinea FOB output,20,Dapilon.4,141,,,
3122,1,1,Guinea FOB output,21,Rundi Boffa,141,,,
3123,1,1,Guinea FOB output,22,SPIC,141,,,
3124,1,1,Guinea FOB output,1,Field,142,diesel,,
3125,1,1,Guinea FOB output,2,Kamsar,142,0.0,,
3126,1,1,Guinea FOB output,3,Rusal Nunez,142,0.0,,
3127,1,1,Guinea FOB output,4,GAC Kamsar,142,0.0,,
3128,1,1,Guinea FOB output,5,Rusal Conakry,142,0.0,,
3129,1,1,Guinea FOB output,6,Rusal Conakry.1,142,0.0,,
3130,1,1,Guinea FOB output,7,Alufer Cap Verga,142,0.1428571428571426,,
3131,1,1,Guinea FOB output,8,Dapilon,142,0.0,,
3132,1,1,Guinea FOB output,9,Dapilon.1,142,0.032142857142857084,,
3133,1,1,Guinea FOB output,10,Dapilon.2,142,0.03571428571428565,,
3134,1,1,Guinea FOB output,11,Dapilon.3,142,0.03571428571428565,,
3135,1,1,Guinea FOB output,12,Ashapura,142,0.0,,
3136,1,1,Guinea FOB output,13,Katougouma,142,0.0,,
3137,1,1,Guinea FOB output,14,Katougouma.1,142,0.0,,
3138,1,1,Guinea FOB output,15,Katougouma.2,142,0.0,,
3139,1,1,Guinea FOB output,16,AGB2A Pongo,142,0.0,,
3140,1,1,Guinea FOB output,17,Dynamic,142,0.03571428571428565,,
3141,1,1,Guinea FOB output,18,AMC,142,0.13146344879358127,,
3142,1,1,Guinea FOB output,19,Chalco,142,0.0,,
3143,1,1,Guinea FOB output,20,Dapilon.4,142,0.03571428571428565,,
3144,1,1,Guinea FOB output,21,Rundi Boffa,142,0.0,,
3145,1,1,Guinea FOB output,22,SPIC,142,0.0,,
3146,1,1,Guinea FOB output,1,Field,143,"labour (incl. mtce, camp, etc)",,
3147,1,1,Guinea FOB output,2,Kamsar,143,0.0,,
3148,1,1,Guinea FOB output,3,Rusal Nunez,143,0.0,,
3149,1,1,Guinea FOB output,4,GAC Kamsar,143,0.0,,
3150,1,1,Guinea FOB output,5,Rusal Conakry,143,0.0,,
3151,1,1,Guinea FOB output,6,Rusal Conakry.1,143,0.0,,
3152,1,1,Guinea FOB output,7,Alufer Cap Verga,143,0.00949999999999997,,
3153,1,1,Guinea FOB output,8,Dapilon,143,0.0,,
3154,1,1,Guinea FOB output,9,Dapilon.1,143,0.0015428571428571388,,
3155,1,1,Guinea FOB output,10,Dapilon.2,143,0.0017142857142857092,,
3156,1,1,Guinea FOB output,11,Dapilon.3,143,0.0017142857142857092,,
3157,1,1,Guinea FOB output,12,Ashapura,143,0.0,,
3158,1,1,Guinea FOB output,13,Katougouma,143,0.0,,
3159,1,1,Guinea FOB output,14,Katougouma.1,143,0.0,,
3160,1,1,Guinea FOB output,15,Katougouma.2,143,0.0,,
3161,1,1,Guinea FOB output,16,AGB2A Pongo,143,0.0,,
3162,1,1,Guinea FOB output,17,Dynamic,143,0.0020357142857142796,,
3163,1,1,Guinea FOB output,18,AMC,143,0.007493416581234126,,
3164,1,1,Guinea FOB output,19,Chalco,143,0.0,,
3165,1,1,Guinea FOB output,20,Dapilon.4,143,0.0017142857142857092,,
3166,1,1,Guinea FOB output,21,Rundi Boffa,143,0.0,,
3167,1,1,Guinea FOB output,22,SPIC,143,0.0,,
3168,1,1,Guinea FOB output,1,Field,144,maintenance (parts & consumables only),,
3169,1,1,Guinea FOB output,2,Kamsar,144,0.0,,
3170,1,1,Guinea FOB output,3,Rusal Nunez,144,0.0,,
3171,1,1,Guinea FOB output,4,GAC Kamsar,144,0.0,,
3172,1,1,Guinea FOB output,5,Rusal Conakry,144,0.0,,
3173,1,1,Guinea FOB output,6,Rusal Conakry.1,144,0.0,,
3174,1,1,Guinea FOB output,7,Alufer Cap Verga,144,0.32393051428571407,,
3175,1,1,Guinea FOB output,8,Dapilon,144,0.0,,
3176,1,1,Guinea FOB output,9,Dapilon.1,144,0.07288436571428566,,
3177,1,1,Guinea FOB output,10,Dapilon.2,144,0.08098262857142852,,
3178,1,1,Guinea FOB output,11,Dapilon.3,144,0.08098262857142852,,
3179,1,1,Guinea FOB output,12,Ashapura,144,0.0,,
3180,1,1,Guinea FOB output,13,Katougouma,144,0.0,,
3181,1,1,Guinea FOB output,14,Katougouma.1,144,0.0,,
