Importer.Exporter Combination,2018_10,2018_11,2018_12,2019_1,2019_10,2019_11,2019_12,2019_2,2019_3,2019_4,2019_5,2019_6,2019_7,2019_8,2019_9
Indonesia_Australia,0.0,0.0,6.75e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia_China,2.4e-05,1e-05,0.0,4e-06,0.0,0.0,0.0,2.8018999999999997e-05,0.0,0.0,3.383e-06,0.0,1e-05,0.0,0.0
Indonesia_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016125999999999998,0.0,0.00010177999999999999,0.0,0.0,0.00040678999999999997,0.0,0.0
Indonesia_India,0.000125,0.00025,0.0,0.00025,0.0,0.000125,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-05,0.0,0.0
"Indonesia_Korea, South",0.0,0.0,0.0,0.0,1.2326e-05,0.0,0.0,0.0,1.6603e-05,1.3385e-05,0.0,0.0,4.3249999999999994e-05,2.1846e-05,1.9841000000000002e-05
Indonesia_Netherlands,0.0,0.0,0.0,1e-06,0.0,5.9999999999999995e-05,0.0,0.0,2e-05,2e-05,5.9999999999999995e-05,2e-05,2e-05,0.0,2e-06
Indonesia_United Kingdom,0.0,0.0,0.0,0.0,3.9999999999999994e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia_United States,0.0,3.9999999999999994e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iran_China,0.0001,0.0004,0.0007,0.0001,0.0,0.0,0.0,0.0004,0.00025,0.0003,0.0,0.0,0.0,0.0,0.0
Iran_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iran_Turkey,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,0.0,0.0
Iran_United Arab Emirates,0.0,0.00025,0.0,0.0005250000000000001,0.0,0.0,0.0,0.0,0.0011970000000000001,0.0,0.0,0.0,0.0,0.0,0.0
Iraq_Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland_Brazil,0.142147,0.084373,0.170881,0.152705,0.172672,0.103603,0.0,0.054001,0.116117,0.057466,0.117649,0.111489,0.119164,0.123379,0.11344
Ireland_Germany,0.0,0.0,0.0,0.0,0.0,0.00888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland_Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006402,0.0,0.0,0.0,0.004,0.0,0.0,0.0
Ireland_Guinea,0.242962,0.274295,0.264974,0.302755,0.248695,0.236121,0.0,0.304436,0.316871,0.245539,0.343791,0.28989,0.237935,0.334469,0.183537
Ireland_Not Determin Extra EU Trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland_Turkey,0.00415,0.0035,0.0,0.00525,0.0,0.006075,0.0,0.0,0.0,0.0058,0.0,0.00475,0.0035,0.0,0.00888
Ireland_United Kingdom,0.004591,8.2e-05,6.3e-05,9.5e-05,0.000168,0.00015,0.0,0.003469,5.1e-05,9.8e-05,0.000141,0.000113,7.6e-05,0.000108,0.000241
Ireland_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,3.4e-05,4e-05,0.0,2e-05,2.6e-05,0.0,0.0
Israel_Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy_China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy_France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy_Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan_China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan_Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenya_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, South_Australia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, South_China",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, South_India",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, South_United States",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia_Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg_France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macedonia_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia_China,0.00065675,0.0010498,0.00044326500000000003,0.0013369999999999999,0.000232334,0.0,0.0,0.00085985,0.00038305,0.000607797,0.000769817,0.00106585,0.00038065,0.000926173,0.00039045299999999997
Malaysia_Germany,0.0,0.0,3.0030000000000002e-05,0.0,2.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.01e-05,0.0,0.0,0.0
Malaysia_India,0.0,0.0,0.0,0.0,1.4999999999999999e-05,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,0.0,0.0,5e-06
Malaysia_Singapore,1.5999999999999998e-08,0.0,1.2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999998e-08,1.431e-06,0.0
Malaysia_Taiwan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-07,0.0,1.4999999999999999e-05,0.0,0.0,0.0,0.0
Malaysia_Thailand,1.4969e-05,1.0246e-05,0.0,1.2658000000000001e-05,6.064e-06,0.0,0.0,0.0,0.0,0.0,4.146000000000001e-06,2.398e-06,4.8320000000000005e-06,2.1288e-05,1.2829e-05
Mexico_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands_Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands_France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand_Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicaragua_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway_Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea_Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippines_Germany,9.999999999999999e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippines_Greece,0.0,0.0,0.0,0.0,1.25e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippines_Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-08,0.0
Poland_Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland_China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland_France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland_Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland_Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania_China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania_Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05
Russia_China,0.000404,0.0013450679999999998,0.00089415,0.00096975,0.000559,0.000371074,0.0,0.0006457500000000001,0.001038095,0.0010910310000000001,0.0017649999999999999,0.00133655,0.00038005,0.0012975,0.0008533239999999999
Russia_Czech Republic,0.0,0.0,0.0,4.4238e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia_Germany,0.0,0.0,5.0000000000000004e-08,0.0,0.0,0.0,0.0,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-07
Russia_Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.046e-05,0.0,0.0,0.0,0.0,0.0
Russia_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9999999999999995e-05,0.0,0.0,0.0
Russia_Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0
Russia_Italy,0.0,0.0,0.0,0.0,7.1830000000000005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia_Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988e-05,0.0,0.0,0.0,0.0,0.0
Russia_Netherlands,0.00011999999999999999,5.9999999999999995e-05,0.0,0.00011999999999999999,0.00017999999999999998,0.0,0.0,5.9999999999999995e-05,5.9999999999999995e-05,0.00017999999999999998,7.08e-05,2e-05,0.00017999999999999998,0.00014000000000000001,4.1e-05
Russia_Spain,0.0,0.0,6e-06,0.0,3e-06,0.0,0.0,3e-07,3.9e-06,0.0,3.8400000000000005e-06,4e-06,0.0,0.0,0.0
Russia_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0
Russia_Ukraine,0.000242,0.000128,0.000154,5e-05,0.0,0.00011999999999999999,0.0,0.0,5.9999999999999995e-05,0.000319,0.000125,7.000000000000001e-05,0.000179,0.00017,0.000122
Russia_United Kingdom,0.0,0.0,0.0,0.0,6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0
Saudi Arabia_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal_Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal_Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia_Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain_Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain_Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111489,0.0,0.0,0.0,0.0,0.0,0.0
Spain_China,0.000852,0.000416,0.000622,0.000459,0.000668,0.000431,0.0,0.00013,0.001397,0.0,0.000624,0.000885,0.001084,0.001093,0.002845
Spain_France,4.7e-05,2.5e-05,2.4e-05,0.0,2.5e-05,0.0,0.0,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain_Germany,0.0,1.5e-05,0.0,1.7e-05,5e-06,0.0,0.0,2e-06,0.004304,4e-06,0.0,9e-06,3e-06,9e-06,0.004946
Spain_Ghana,0.0,0.0,0.0,0.0,0.05635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain_Guinea,0.362948,0.18163,0.305555,0.296943,0.311681,0.314624,0.0,0.366149,0.244148,0.371443,0.29928,0.309792,0.305911,0.367312,0.356334
Spain_Guyana,0.001,0.004144,0.006001,0.005961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000255,0.0,0.0,0.005984
Spain_India,0.00015,0.0,0.0,0.0,0.000275,0.0,0.0,0.0,0.000175,0.000175,0.000325,0.0001,0.0,0.0,0.0
Spain_Italy,0.000129,2.5e-05,5.1e-05,7.6e-05,0.0,0.000252,0.0,7.6e-05,0.000103,0.000302,2.5e-05,0.000181,4.9e-05,0.000152,0.000127
Spain_Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain_Netherlands,1.6e-05,0.0,6e-06,0.0,2e-06,1e-06,0.0,1e-06,1.3e-05,6e-06,1e-06,5e-06,0.0,2.8e-05,0.0
Spain_Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,1e-06,0.0,0.0
Spain_Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain_Turkey,0.0,0.00435,0.010932,0.004,0.0,0.00537,0.0,0.0035,0.0043,0.0,0.00915,0.0,0.0041,0.0,0.0102
Spain_United Kingdom,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain_United States,0.0,0.0,0.0,0.0,1.9e-05,0.0,0.0,0.0,0.0,0.0,1.8e-05,1.8e-05,0.0,0.0,3.8e-05
Sri Lanka_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudan_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland_France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan_China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanzania_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand_China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-05,0.0,0.0,0.0,9.999999999999999e-10,0.0
Turkey_China,0.002196,0.00139,0.00207,0.002927,0.003265,0.0036469999999999996,0.0,0.000973,0.0042660039999999995,0.004375,0.003458,0.002013,0.0020310000000000003,0.00247485,0.0030369999999999998
Turkey_Germany,0.0,0.0,8.7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey_Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025431,0.0,0.0,0.0,0.0,0.0
Turkey_India,4.8e-05,7.199999999999999e-05,2.4e-05,4.8e-05,0.0,7.199999999999999e-05,0.0,7.199999999999999e-05,0.0,2.4e-05,0.0,4.8e-05,2.4e-05,0.0,4.8e-05
Turkey_Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey_Netherlands,0.0,0.0,0.0,0.0,2.1941e-05,0.0,0.0,0.0,2.4e-06,0.0,4.2000000000000004e-05,2e-06,3.6e-06,2.52e-05,0.0
Turkey_Singapore,0.000135,0.000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey_Spain,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey_United States,0.0,0.0,0.0,0.0,0.0,1.1113e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine_Brazil,0.0,0.0,0.0433,0.041671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine_China,5.6e-05,7.950000000000001e-05,0.00084775,2.965e-05,0.00032375,9.0586e-05,0.0,8.724999999999999e-05,0.0001525,4.2229999999999994e-05,6.6e-05,4.25e-05,5.625e-05,0.0006202499999999999,4.125e-05
Ukraine_France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine_Ghana,0.0,0.0,0.0,0.0,0.05152,0.0,0.0,0.0,0.0,1e-08,0.04045,0.0,0.0,0.0,0.0
Ukraine_Greece,0.002904,0.00628,0.003005,0.0,0.0032,0.00635,0.0,0.0,0.0,0.0,0.0030009999999999998,0.0,0.003,0.003,0.0029300000000000003
Ukraine_Guinea,0.323401,0.311139212,0.4573816,0.294743,0.20220344,0.372122,0.0,0.305793,0.41823899999999997,0.22883430100000002,0.312659928,0.26039999999999996,0.366297058,0.21457900000000002,0.147663872
Ukraine_Guyana,0.125165,0.1235502,0.060556,0.110551,0.129131,0.134881,0.0,0.1276693,0.10845,0.0,0.144787,0.166074,0.10122383,0.12512715,0.10426600000000001
Ukraine_Italy,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05e-06
Ukraine_Netherlands,0.0,3e-06,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine_Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine_Turkey,0.003,0.0,0.007,0.0,0.00595,0.003,0.0,0.0,0.0,0.0,0.0,0.003,0.004849999999999999,0.0029500000000000004,0.0029500000000000004
United Arab Emirates_Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
