index,Exporter.Importer Combination,Exporter,Importer,Total,Rank,Sum,% of total,Annualised
32,Germany_Serbia,Germany,Serbia,1.2e-05,242.0,31.5954193105,99.9992154627083,4.7608695652173916e-05
206,Russia_Kazakhstan,Russia,Kazakhstan,1.1666666666666665e-05,243.0,31.595430977166664,99.99925238760245,4.6286231884057966e-05
328,United States_Turkey,United States,Turkey,1.1113e-05,244.0,31.595442090166664,99.99928756014663,4.40896195652174e-05
391,France_Czech Republic,France,Czech Republic,1.0916666666666667e-05,245.0,31.59545300683333,99.99932211129759,4.3310688405797106e-05
49,Ghana_India,Ghana,India,1.0350000000000001e-05,246.0,31.59546335683333,99.99935486895369,4.10625e-05
315,United States_India,United States,India,1.0006625e-05,247.0,31.595473363458332,99.99938653983102,3.970019701086956e-05
126,India_Russia,India,Russia,9.999999999999999e-06,248.0,31.59548336345833,99.9994181897403,3.967391304347826e-05
191,Netherlands_Spain,Netherlands,Spain,9.333333333333334e-06,249.0,31.595492696791666,99.99944772965563,3.702898550724638e-05
96,India_Australia,India,Australia,8.958333333333335e-06,250.0,31.595501655125,99.99947608269933,3.554121376811595e-05
94,India_Algeria,India,Algeria,8.333333333333334e-06,251.0,31.595509988458332,99.99950245762373,3.306159420289855e-05
302,United Kingdom_United States,United Kingdom,United States,8e-06,252.0,31.595517988458333,99.99952777755115,3.1739130434782606e-05
151,Italy_Russia,Italy,Russia,7.1830000000000005e-06,253.0,31.595525171458334,99.999550511681,2.8497771739130437e-05
365,China_Indonesia,China,Indonesia,6.616833333333334e-06,254.0,31.595531788291666,99.99957145389845,2.6251567028985512e-05
172,Montenegro_Croatia,Montenegro,Croatia,6.255e-06,255.0,31.595538043291665,99.9995912509167,2.4816032608695655e-05
342,Brazil_Turkey,Brazil,Turkey,6.250083333333333e-06,256.0,31.595544293375,99.99961103237375,2.4796526268115943e-05
262,Turkey_Brazil,Turkey,Brazil,6.2499999999999995e-06,257.0,31.595550543374998,99.99963081356704,2.479619565217391e-05
307,United States_Cayman Islands,United States,Cayman Islands,6e-06,258.0,31.595556543374997,99.9996498035126,2.3804347826086958e-05
344,Australia_Indonesia,Australia,Indonesia,5.770833333333334e-06,259.0,31.59556231420833,99.99966806814774,2.289515398550725e-05
123,Brazil_Australia,Brazil,Australia,5.5989166666666674e-06,260.0,31.595567913124995,99.99968578866819,2.221309329710145e-05
288,Ukraine_Poland,Ukraine,Poland,5.5e-06,261.0,31.595573413124995,99.99970319611829,2.182065217391304e-05
86,Guyana_Russia,Guyana,Russia,5.038333333333333e-06,262.0,31.59557845145833,99.99971914239758,1.9989039855072463e-05
241,Spain_Poland,Spain,Poland,4.666666666666666e-06,263.0,31.595583118124996,99.99973391235524,1.851449275362319e-05
31,Germany_Russia,Germany,Russia,4.6375e-06,264.0,31.595587755624994,99.99974859000066,1.8398777173913043e-05
386,Denmark_Germany,Denmark,Germany,4.5e-06,265.0,31.595592255624993,99.99976283245984,1.7853260869565218e-05
35,Germany_Slovenia,Germany,Slovenia,4.5e-06,266.0,31.595596755624992,99.99977707491901,1.7853260869565218e-05
103,India_Colombia,India,Colombia,4.166666666666667e-06,267.0,31.59560092229166,99.99979026238121,1.6530797101449274e-05
219,Slovenia_Germany,Slovenia,Germany,4e-06,268.0,31.59560492229166,99.99980292234491,1.5869565217391303e-05
25,Germany_Macedonia,Germany,Macedonia,4e-06,269.0,31.59560892229166,99.99981558230863,1.5869565217391303e-05
256,Brazil_Indonesia,Brazil,Indonesia,3.7499999999999997e-06,270.0,31.59561267229166,99.9998274510246,1.4877717391304347e-05
384,Czech Republic_Russia,Czech Republic,Russia,3.6864999999999998e-06,271.0,31.595616358791663,99.99983911876367,1.4625788043478259e-05
67,Austria_Germany,Austria,Germany,3.3333333333333337e-06,272.0,31.595619692124995,99.99984966873342,1.3224637681159422e-05
132,India_Sudan,India,Sudan,3.3333333333333337e-06,273.0,31.595623025458327,99.99986021870318,1.3224637681159422e-05
11,Germany_Finland,Germany,Finland,2.8333333333333335e-06,274.0,31.59562585879166,99.99986918617746,1.1240942028985507e-05
186,Netherlands_Greece,Netherlands,Greece,2.833333333333333e-06,275.0,31.595628692124993,99.99987815365175,1.1240942028985506e-05
257,Taiwan_Malaysia,Taiwan,Malaysia,2.625e-06,276.0,31.595631317124994,99.99988646175294,1.0414402173913042e-05
303,United States_Australia,United States,Australia,2.3011666666666667e-06,277.0,31.59563361829166,99.99989374492456,9.129628623188406e-06
299,United Kingdom_Russia,United Kingdom,Russia,2.266666666666667e-06,278.0,31.595635884958327,99.99990091890399,8.992753623188407e-06
193,Netherlands_Ukraine,Netherlands,Ukraine,2.25e-06,279.0,31.595638134958328,99.99990804013359,8.926630434782609e-06
205,Russia_Finland,Russia,Finland,2.232833333333333e-06,280.0,31.59564036779166,99.99991510703083,8.858523550724637e-06
351,Canada_Chile,Canada,Chile,2.1855e-06,281.0,31.59564255329166,99.9999220241185,8.670733695652174e-06
313,United States_France,United States,France,2.1666666666666665e-06,282.0,31.59564471995833,99.99992888159885,8.596014492753623e-06
366,Australia_Netherlands,Australia,Netherlands,2e-06,283.0,31.595646719958328,99.9999352115807,7.934782608695651e-06
34,Australia_United Kingdom,Australia,United Kingdom,2e-06,284.0,31.595648719958326,99.99994154156255,7.934782608695651e-06
337,Brazil_Russia,Brazil,Russia,2e-06,285.0,31.595650719958325,99.9999478715444,7.934782608695651e-06
65,Greece_Serbia,Greece,Serbia,1.916666666666667e-06,286.0,31.59565263662499,99.99995393777701,7.604166666666667e-06
144,Indonesia_Russia,Indonesia,Russia,1.6666666666666669e-06,287.0,31.595654303291656,99.99995921276188,6.612318840579711e-06
160,Latvia_Russia,Latvia,Russia,1.6566666666666665e-06,288.0,31.59565595995832,99.99996445609685,6.5726449275362316e-06
42,Germany_United Arab Emirates,Germany,United Arab Emirates,1.3333333333333332e-06,289.0,31.595657293291655,99.99996867608475,5.289855072463767e-06
377,Australia_New Zealand,Australia,New Zealand,1.1666666666666666e-06,290.0,31.595658459958322,99.99997236857418,4.628623188405797e-06
352,Canada_Poland,Canada,Poland,1.009e-06,291.0,31.595659468958324,99.99997556205003,4.003097826086957e-06
301,United Kingdom_Spain,United Kingdom,Spain,1e-06,292.0,31.595660468958325,99.99997872704095,3.967391304347826e-06
59,Greece_Israel,Greece,Israel,8.333333333333334e-07,293.0,31.59566130229166,99.9999813645334,3.3061594202898555e-06
2,France_Ukraine,France,Ukraine,8.333333333333334e-07,294.0,31.595662135624995,99.99998400202584,3.3061594202898555e-06
249,Spain_United States,Spain,United States,7.5e-07,295.0,31.595662885624996,99.99998637576904,2.9755434782608697e-06
291,United Arab Emirates_Australia,United Arab Emirates,Australia,7e-07,296.0,31.595663585624997,99.99998859126269,2.7771739130434778e-06
203,Russia_Azerbaijan,Russia,Azerbaijan,4.166666666666667e-07,297.0,31.595664002291663,99.9999899100089,1.6530797101449277e-06
238,Spain_Morocco,Spain,Morocco,3.333333333333333e-07,298.0,31.595664335624996,99.99999096500588,1.3224637681159418e-06
165,Malaysia_Australia,Malaysia,Australia,3.3e-07,299.0,31.595664665624994,99.99999200945288,1.3092391304347826e-06
204,Russia_Belarus,Russia,Belarus,2.5208333333333334e-07,300.0,31.595664917708326,99.99999280729435,1.0001132246376812e-06
202,Poland_Spain,Poland,Spain,2.5e-07,301.0,31.595665167708326,99.99999359854208,9.918478260869564e-07
217,Singapore_Malaysia,Singapore,Malaysia,2.458333333333333e-07,302.0,31.59566541354166,99.99999437660234,9.75317028985507e-07
139,India_United Arab Emirates,India,United Arab Emirates,1.7833333333333333e-07,303.0,31.595665591874994,99.99999494102573,7.075181159420289e-07
153,Italy_Ukraine,Italy,Ukraine,1.7083333333333332e-07,304.0,31.59566576270833,99.9999954817117,6.777626811594203e-07
388,Australia_Papua New Guinea,Australia,Papua New Guinea,1.6666666666666665e-07,305.0,31.595665929374995,99.99999600921016,6.612318840579709e-07
387,Estonia_France,Estonia,France,1.6666666666666665e-07,306.0,31.59566609604166,99.99999653670866,6.612318840579709e-07
63,Greece_Philippines,Greece,Philippines,1.25e-07,307.0,31.59566622104166,99.99999693233252,4.959239130434782e-07
385,Denmark_Australia,Denmark,Australia,1.0416666666666668e-07,308.0,31.595666325208327,99.99999726201908,4.1326992753623194e-07
136,India_Tanzania,India,Tanzania,1e-07,309.0,31.59566642520833,99.99999757851818,3.967391304347826e-07
227,Spain_Australia,Spain,Australia,9.791666666666666e-08,310.0,31.595666523124994,99.99999788842354,3.88473731884058e-07
208,Russia_Uzbekistan,Russia,Uzbekistan,8.333333333333333e-08,311.0,31.595666606458327,99.99999815217278,3.3061594202898544e-07
248,Spain_United Kingdom,Spain,United Kingdom,8.333333333333333e-08,312.0,31.59566668979166,99.99999841592202,3.3061594202898544e-07
182,Netherlands_Australia,Netherlands,Australia,8.333333333333333e-08,313.0,31.595666773124993,99.99999867967126,3.3061594202898544e-07
40,Germany_Turkey,Germany,Turkey,7.250000000000001e-08,314.0,31.595666845624994,99.9999989091331,2.876358695652174e-07
211,Brazil_France,Brazil,France,6.3e-08,315.0,31.595666908624995,99.99999910852753,2.49945652173913e-07
115,India_Kenya,India,Kenya,5.0000000000000004e-08,316.0,31.595666958624996,99.99999926677708,1.983695652173913e-07
16,Germany_India,Germany,India,4.166666666666666e-08,317.0,31.595667000291662,99.99999939865171,1.6530797101449272e-07
110,India_Iran,India,Iran,3.3333333333333334e-08,318.0,31.595667033624995,99.9999995041514,1.322463768115942e-07
108,India_Guinea,India,Guinea,3.3333333333333334e-08,319.0,31.595667066958327,99.9999996096511,1.322463768115942e-07
177,Montenegro_India,Montenegro,India,2.5833333333333336e-08,320.0,31.59566709279166,99.99999969141336,1.0249094202898552e-07
255,Taiwan_India,Taiwan,India,2.5e-08,321.0,31.59566711779166,99.99999977053812,9.918478260869565e-08
53,Ghana_United States,Ghana,United States,1.75e-08,322.0,31.59566713529166,99.99999982592549,6.942934782608695e-08
201,Poland_India,Poland,India,1.6666666666666667e-08,323.0,31.595667151958327,99.99999987867533,6.61231884057971e-08
253,Sweden_India,Sweden,India,1.6666666666666667e-08,324.0,31.595667168624995,99.99999993142518,6.61231884057971e-08
181,Montenegro_Turkey,Montenegro,Turkey,5e-09,325.0,31.595667173624996,99.99999994725015,1.9836956521739132e-08
175,Montenegro_Germany,Montenegro,Germany,3.9999999999999994e-09,326.0,31.595667177624996,99.9999999599101,1.5869565217391303e-08
297,United Kingdom_Indonesia,United Kingdom,Indonesia,3.9999999999999994e-09,327.0,31.595667181624997,99.99999997257007,1.5869565217391303e-08
168,Malaysia_Philippines,Malaysia,Philippines,3.166666666666667e-09,328.0,31.59566718479166,99.99999998259254,1.256340579710145e-08
289,Brazil_Luxembourg,Brazil,Luxembourg,3e-09,329.0,31.595667187791662,99.99999999208751,1.1902173913043479e-08
180,Montenegro_Spain,Montenegro,Spain,1.9999999999999997e-09,330.0,31.595667189791662,99.9999999984175,7.934782608695652e-09
316,United States_Indonesia,United States,Indonesia,3.3333333333333327e-10,331.0,31.595667190124995,99.9999999994725,1.3224637681159417e-09
28,Germany_Philippines,Germany,Philippines,1.6666666666666663e-10,332.0,31.59566719029166,99.99999999999997,6.612318840579709e-10
383,Czech Republic_Germany,Czech Republic,Germany,0.0,334.0,31.59566719029166,99.99999999999997,0.0
368,China_Italy,China,Italy,0.0,334.0,31.59566719029166,99.99999999999997,0.0
345,Brazil_United Arab Emirates,Brazil,United Arab Emirates,0.0,335.0,31.59566719029166,99.99999999999997,0.0
12,Australia_Spain,Australia,Spain,0.0,336.0,31.59566719029166,99.99999999999997,0.0
300,Brazil_Mexico,Brazil,Mexico,0.0,337.0,31.59566719029166,99.99999999999997,0.0
100,Belgium_Spain,Belgium,Spain,0.0,338.0,31.59566719029166,99.99999999999997,0.0
134,Brazil_Belgium,Brazil,Belgium,0.0,339.0,31.59566719029166,99.99999999999997,0.0
376,China_Taiwan,China,Taiwan,0.0,340.0,31.59566719029166,99.99999999999997,0.0
335,Brazil_Portugal,Brazil,Portugal,0.0,341.0,31.59566719029166,99.99999999999997,0.0
79,Guinea_United States,Guinea,United States,0.0,342.0,31.59566719029166,99.99999999999997,0.0
350,Canada_Brazil,Canada,Brazil,0.0,343.0,31.59566719029166,99.99999999999997,0.0
222,Australia_France,Australia,France,0.0,344.0,31.59566719029166,99.99999999999997,0.0
357,China_Bangladesh,China,Bangladesh,0.0,345.0,31.59566719029166,99.99999999999997,0.0
133,India_Sweden,India,Sweden,0.0,346.0,31.59566719029166,99.99999999999997,0.0
372,China_Poland,China,Poland,0.0,348.0,31.59566719029166,99.99999999999997,0.0
378,China_Thailand,China,Thailand,0.0,348.0,31.59566719029166,99.99999999999997,0.0
333,Australia_Guinea,Australia,Guinea,0.0,349.0,31.59566719029166,99.99999999999997,0.0
189,Brazil_Croatia,Brazil,Croatia,0.0,350.0,31.59566719029166,99.99999999999997,0.0
157,Japan_Brazil,Japan,Brazil,0.0,351.0,31.59566719029166,99.99999999999997,0.0
240,Spain_Norway,Spain,Norway,0.0,352.0,31.59566719029166,99.99999999999997,0.0
354,Chile_Canada,Chile,Canada,0.0,353.0,31.59566719029166,99.99999999999997,0.0
390,France_Canada,France,Canada,0.0,354.0,31.59566719029166,99.99999999999997,0.0
239,Spain_Netherlands,Spain,Netherlands,0.0,355.0,31.59566719029166,99.99999999999997,0.0
83,Guyana_China,Guyana,China,0.0,357.0,31.59566719029166,99.99999999999997,0.0
47,Ghana_China,Ghana,China,0.0,357.0,31.59566719029166,99.99999999999997,0.0
312,United States_Ecuador,United States,Ecuador,0.0,358.0,31.59566719029166,99.99999999999997,0.0
102,India_China,India,China,0.0,360.0,31.59566719029166,99.99999999999997,0.0
148,Italy_Canada,Italy,Canada,0.0,360.0,31.59566719029166,99.99999999999997,0.0
251,Suriname_Spain,Suriname,Spain,0.0,362.0,31.59566719029166,99.99999999999997,0.0
236,Spain_Lebanon,Spain,Lebanon,0.0,362.0,31.59566719029166,99.99999999999997,0.0
164,Madagascar_France,Madagascar,France,0.0,363.0,31.59566719029166,99.99999999999997,0.0
214,Singapore_Brazil,Singapore,Brazil,0.0,364.0,31.59566719029166,99.99999999999997,0.0
195,Niger_France,Niger,France,0.0,365.0,31.59566719029166,99.99999999999997,0.0
327,United States_Taiwan,United States,Taiwan,0.0,366.0,31.59566719029166,99.99999999999997,0.0
304,United States_Belgium,United States,Belgium,0.0,368.0,31.59566719029166,99.99999999999997,0.0
331,United States_Vietnam,United States,Vietnam,0.0,368.0,31.59566719029166,99.99999999999997,0.0
196,Not Determin Extra EU Trade_Ireland,Not Determin Extra EU Trade,Ireland,0.0,369.0,31.59566719029166,99.99999999999997,0.0
318,United States_Israel,United States,Israel,0.0,371.0,31.59566719029166,99.99999999999997,0.0
305,United States_Brazil,United States,Brazil,0.0,371.0,31.59566719029166,99.99999999999997,0.0
171,Montenegro_China,Montenegro,China,0.0,373.0,31.59566719029166,99.99999999999997,0.0
169,Mexico_Canada,Mexico,Canada,0.0,373.0,31.59566719029166,99.99999999999997,0.0
183,Netherlands_Canada,Netherlands,Canada,0.0,374.0,31.59566719029166,99.99999999999997,0.0
319,"United States_Korea, South",United States,"Korea, South",0.0,375.0,31.59566719029166,99.99999999999997,0.0
246,Spain_Switzerland,Spain,Switzerland,0.0,376.0,31.59566719029166,99.99999999999997,0.0
308,United States_Chile,United States,Chile,0.0,377.0,31.59566719029166,99.99999999999997,0.0
250,Suriname_Australia,Suriname,Australia,0.0,385.0,31.59566719029166,99.99999999999997,0.0
229,Spain_Ceuta,Spain,Ceuta,0.0,385.0,31.59566719029166,99.99999999999997,0.0
226,Spain_Argentina,Spain,Argentina,0.0,385.0,31.59566719029166,99.99999999999997,0.0
212,Sierra Leone_China,Sierra Leone,China,0.0,385.0,31.59566719029166,99.99999999999997,0.0
224,South Africa_Canada,South Africa,Canada,0.0,385.0,31.59566719029166,99.99999999999997,0.0
220,Solomon Islands_China,Solomon Islands,China,0.0,385.0,31.59566719029166,99.99999999999997,0.0
210,Sierra Leone_Canada,Sierra Leone,Canada,0.0,385.0,31.59566719029166,99.99999999999997,0.0
225,Spain_Algeria,Spain,Algeria,0.0,385.0,31.59566719029166,99.99999999999997,0.0
310,United States_Czech Republic,United States,Czech Republic,0.0,386.0,31.59566719029166,99.99999999999997,0.0
264,Turkey_China,Turkey,China,0.0,387.0,31.59566719029166,99.99999999999997,0.0
330,United States_Venezuela,United States,Venezuela,0.0,391.0,31.59566719029166,99.99999999999997,0.0
325,United States_Saudi Arabia,United States,Saudi Arabia,0.0,391.0,31.59566719029166,99.99999999999997,0.0
323,United States_Nicaragua,United States,Nicaragua,0.0,391.0,31.59566719029166,99.99999999999997,0.0
294,United Kingdom_Canada,United Kingdom,Canada,0.0,391.0,31.59566719029166,99.99999999999997,0.0
332,Vietnam_China,Vietnam,China,0.0,392.0,31.59566719029166,99.99999999999997,0.0
8,Germany_China,Germany,China,0.0,399.0,31.59566719029166,99.99999999999997,0.0
163,Madagascar_China,Madagascar,China,0.0,399.0,31.59566719029166,99.99999999999997,0.0
197,Pakistan_China,Pakistan,China,0.0,399.0,31.59566719029166,99.99999999999997,0.0
309,United States_China,United States,China,0.0,399.0,31.59566719029166,99.99999999999997,0.0
230,Spain_China,Spain,China,0.0,399.0,31.59566719029166,99.99999999999997,0.0
147,Ireland_China,Ireland,China,0.0,399.0,31.59566719029166,99.99999999999997,0.0
199,Philippines_China,Philippines,China,0.0,399.0,31.59566719029166,99.99999999999997,0.0
