Province,county,china_bx_data2_id,deposit_mine,inventory_000_t,geological_endowment_000_t,inventory_reference,endowment_reference,filter_for_DDM
Henan,Shaan,337,"Xingfa 1st Bauxite Mine (""Minchi County Xingfa Ore Product Co., Ltd.1st Bauxite Mine"")",224,224,BHL2008,BHL2008,
Henan,Shaan,338,Yangzhuang summary,3060,3060,Henan Bx report,Henan Bx report,
Henan,Shaan,339,Zhijian,23566,23566,"?????????????????, http://www.dalilvcai.com/teach/show.php?itemid-492.html","?????????????????, http://www.dalilvcai.com/teach/show.php?itemid-492.html",
Henan,Xin'an,340,"Dengfeng City Yingxing Coal Co., Ltd.",543,543,BHL2008,BHL2008,
Henan,Xin'an,341,Jiagou summary,22554,39296,"???????, http://www.360doc.com/content/12/1217/10/14148_254522425.shtml",CM Research,
Henan,Xin'an,342,Maxinggou summary,24683.3,24683.3,CM Research,CM Research,
Henan,Xin'an,343,Shisi / Zhishe summary,24400,229000,"????????-?????????????????????, http://www.hnysdk.org.cn/html/bzby/zhaokuangyeji/2016/0710/417.html","???????, http://www.360doc.com/content/12/1217/10/14148_254522425.shtml",
Henan,Xin'an,344,Yushan summary,23627.9,49110,"??????????? ??????????? 3??????8??, http://www.henan.gov.cn/jrhn/system/2014/01/21/010447605.shtml",-,
Henan,Xin'an,345,Zhangyaoyuan Bx Mine,31112.5,31112.5,"2010 resource reserve 31.1125 mlnt, data from the geological report thru FS","2010 resource reserve 31.1125 mlnt, data from the geological report thru FS",
Henan,Xin'an,346,Zhuyuan-Kuangkou summary,31854,53440,BHL2008,CM Research,
Henan,Xingyang,347,Fengzhuang summary,4613,4783.6,Henan Bx Report,Henan Bx Report,
Henan,Xingyang,348,Cuimiao-Cuizhuang,-,23304.8,-,"???????8500???, http://xianhuo.hexun.com/2013-06-02/154763251.html",
Henan,Xingyang,349,not allocated by mine,17503,0,"????-???????, http://www.xingyang.gov.cn/sitesources/xyszf/page_pc//zrzy/article232c7f96f3e645268b9fc8f98e59bf3a.html","????-???????, http://www.xingyang.gov.cn/sitesources/xyszf/page_pc//zrzy/article232c7f96f3e645268b9fc8f98e59bf3a.html",
Henan,Xinmi,350,Chaohua deposit,0,11,-,Henan Bx Report,
Henan,Xinmi,351,Chengnangang,-,9190,CM Research,CM Research,
Henan,Xinmi,352,Chuling summary,1794,12036,BHL2008,CM Research,
Henan,Xinmi,353,"Guojiamen Bauxite Mine (""Xinmi City Longran Coal Transport and Sales Co., Ltd. Guojiamen Bauxite Mine"")",8,8,BHL2008,BHL2008,
Henan,Xinmi,354,"Guozhan Clay Mine (""Xinmi City Guozhan Clay Mine"")",24,24,BHL2008,BHL2008,
Henan,Xinmi,355,Kaiyang deposit,3633,3633,CM Research,CM Research,
Henan,Xinmi,356,"Liulougou Bauxite Mine (""Xinmi City Liujiagou Bauxite Mine"")",12094,12094,BHL2008,BHL2008,
Henan,Xinmi,357,Paifanggou deposit,37,37,Henan Bx Report,Henan Bx Report,
Henan,Xinmi,358,Pingmo summary,5064,5064,BHL2008,BHL2008,
Henan,Xinmi,359,Wangzhuang deposit,-,20,-,Henan Bx Report,
Henan,Xinmi,360,Yangshugang deposit,16,16,Henan Bx Report,Henan Bx Report,
Henan,Xinmi,361,Yangtai Bx Mine,16230,16230,"???????????????, http://www.doc88.com/p-868119946683.html","???????????????, http://www.doc88.com/p-868119946683.html",
Henan,Xinmi,362,"Yong'an Bauxitic Clay Mine (""Xinmi City Yong'an Bauxitic Clay Mine"")",255,255,BHL2008,BHL2008,
Henan,Xinmi,363,Yuecun summary,955,9970,BHL2008,CM Research,
Henan,Xinmi,364,"Yulong Mining Co., Ltd. (""Xinmi City Yulong Mining Co., Ltd."")",669,669,BHL2008,BHL2008,
Henan,Xinmi,365,Zhangjiapo deposit,0,16,-,Henen BX report deposit list,
Henan,Xinmi,366,"Zhenzhou Jinfeng Bauxitic Clay Co., Ltd.",1267,1267,BHL2008,BHL2008,
Henan,Xinmi,367,"Zhenzhou Santian Industrial Co., Ltd. Mining Company",905,905,BHL2008,BHL2008,
Henan,Yanshi,368,Candian deposit,20869,20869,Henan Bx Report,Henan Bx Report,
Henan,Yanshi,369,Fudian deposit,0,1193,Henan Bx Report,Henan Bx Report,
Henan,Yanshi,370,Jiagou summary,13360,17808,"???????, http://www.360doc.com/content/12/1217/10/14148_254522425.shtml",CM Research,
Henan,Yanshi,371,Jiaocun Bx Mine,12960,12960,Henan Bx Report,Henan Bx Report,
Henan,Yanshi,372,"Jiazhuangpo Bauxite Mine (""Yanshi City Jiazhuangpo Bauxite Mine"")",2305,2305,BHL2008,BHL2008,
Henan,Yanshi,373,Luoyang Xiangjiang Wanji Aluminum Yanshi City Xiaxuma-Zhucun Bauxite Mine,1370.65,1370.65,"????????? ? ?? ????????????, https://wapwenku.baidu.com/view/f0cf92cd360cba1aa811dad2?pu=","????????? ? ?? ????????????, https://wapwenku.baidu.com/view/f0cf92cd360cba1aa811dad2?pu=",
Henan,Yanshi,374,Xizhai deposit,7472,7472,Henan Bx Report,Henan Bx Report,
Henan,Yanshi,375,Luoyang City Yanshi County Yanlong Coal Deposit Deep Section (Luoyang Part) Bauxite (Clay) Reconnaissance,0,115000,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Henan,Yichuan,376,Guogou (Yichuan County Guogou Bauxite Mine),755,755,BHL2008,BHL2008,
Henan,Yiyang,377,"Jinpinshan Bauxite Mine (""Yiyang County Jinpinshan Bauxite Mine"")",2256,2256,BHL2008,BHL2008,
Henan,Yuzhou,378,Bacun Village,-,12600,CM Research,CM Research,
Henan,Yuzhou,379,Changzhuang summary,3812,3812,"???????????????, http://www.doc88.com/p-868119946683.html","???????????????, http://www.doc88.com/p-868119946683.html",
Henan,Yuzhou,380,Fangshan summary,5143,5143,Henan Bx Report,Henan Bx Report,
Henan,Yuzhou,381,"Fangxi  Bauxitic Clay Mine (""Yuzhou City Fangshan Town Fangxi  Bauxitic Clay Mine"")",21,21,BHL2008,BHL2008,
Henan,Yuzhou,382,Hongchang summary,2225,2225,BHL2008,BHL2008,
Henan,Yuzhou,383,"Hongyun Trade Company Bauxitic Clay Mine (""Yuzhou City Hongyun Trade Company Bauxitic Clay Mine"")",42,42,BHL2008,BHL2008,
Henan,Yuzhou,384,"Lilin Bauxite Mine (""Yuzhou City Fangshan Town Lilin Bauxite Mine"")",19,19,BHL2008,BHL2008,
Henan,Yuzhou,385,"Liuligou Construction Bauxite Mine (""Yuzhou City Fangshan Town Liuligou Construction Bauxite Mine"")",63,63,BHL2008,BHL2008,
Henan,Yuzhou,386,Pacun deposit,12613,12613,Henan Bx Report,Henan Bx Report,
Henan,Yuzhou,387,"Sanguzhen Joint Bauxite Mine (""Yuzhou City Fangshan Town Sanguzhen Joint Bauxite Mine"")",392,392,BHL2008,BHL2008,
Henan,Yuzhou,388,"Xiangtan Village Bauxite Mine (""Yuzhou City Fangshan Town Xiangtan Village Bauxite Mine"")",58,58,BHL2008,BHL2008,
Henan,Yuzhou,389,"Yindongshan Bauxite Mine (""Yuzhou City Yindongshan Bauxite Mine"")",431,431,BHL2008,BHL2008,
Henan,Yuzhou,390,Youzhou Mojie,-,20000,-,-,
Henan,Yuzhou,391,Zhongzhou Industrial Development Company,1240,1240,BHL2008,BHL2008,
Hubei,Yicheng,392,Xishan,44425.4,44425.4,"???????????????????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=32335","???????????????????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=32335",
Hunan,Chenxi,393,Dafutan,4815,4815,CM Research,CM Research,
Inner Mongolia,Qingshuihe,394,"East Zhunger, West Qingshuihe",0,8000,CM Research,CM Research,
Jiangxi,Jiangxi,395,-,0,8000,BHL2008,BHL2008,
Liaoning,Liaoning,396,-,0,8000,BHL2008,BHL2008,
Shandong,Tai'an,397,Ningayng,3615,3615,CM Research,CM Research,
Shandong,Zhangqiu,398,Mingshui-Lujiazhuang,6045,6045,CM Research,CM Research,
Shandong,Zouwu,399,multiple,0,149730,-,"Bauxite resource geological estimation in Zouwu Town Xuecheng District of Zaozhuang City Shandong Province, Written by Shandong Province No. 7 Geological Survey Institute, 2000",
Shandong,Zibo,400,Beijiaosong,4263,4263,CM Research,CM Research,
Shandong,Zibo,401,Boshan,3941,3941,CM Research,CM Research,
Shandong,Zibo,402,Hongshan,4099,4099,CM Research,CM Research,
Shandong,Zibo,403,Hutian North,2682,2682,CM Research,CM Research,
Shandong,Zibo,404,Hutian South,11228,11228,CM Research,CM Research,
Shandong,Zibo,405,Hutian Tieye,664,664,CM Research,CM Research,
Shandong,Zibo,406,Luocun,6719,6719,CM Research,CM Research,
Shandong,Zibo,407,Tianzhuang (Fengshui),5425,5425,CM Research,CM Research,
Shandong,Zibo,408,Wangcun,2945,2945,CM Research,CM Research,
Shandong,Zibo,409,Wanshan,2420,2420,CM Research,CM Research,
Shandong,Zibo,410,Yangquan,3900,3900,CM Research,CM Research,
Shaanxi,Chencheng,411,Sanyanqiao,341,484,CM Research,CM Research,
Shaanxi,Pucheng,412,Dongdang,5500,5500,CM Research,CM Research,
Shaanxi,Fugu,413,-,33646,33646,CM Research,CM Research,
Shaanxi,Hancheng,414,Hancheng,220,220,CM Research,CM Research,
Shaanxi,Tongchuan,415,Chenlu,943,943,CM Research,CM Research,
Shaanxi,Xixiang,416,Xixiang,151,151,CM Research,CM Research,
Shaanxi,Zhenba,417,Zhenba,461,461,CM Research,CM Research,
Shaanxi,total Shaanxi,418,0,0,0,CM Research,CM Research,
Shanxi,Baode,419,Palougou,43657,43657,BHL2005,BHL2005,
Shanxi,Baode,420,Qiaotou,-,850.8,BHL2005,BHL2005,
Shanxi,Baode,421,Shiqiehe,0,140000,-,CM Research,
Shanxi,Baode,422,Baode County Guopianliang-Leijiamao Mine,50556,50556,BHL2008,BHL2008,
Shanxi,Baode,423,Haojiata (Baode County Haojiata Bauxite Mine),11078,11078,BHL2008,BHL2008,
Shanxi,Baode,424,Tianqiao (Baode County Tianqiao Mine ),25536,25536,BHL2008,BHL2008,
Shanxi,Fangshan,425,Fangshan,-,10000,-,CM Research,
Shanxi,Fenxi,426,Fenxi County Diandi Mine,4023,4023,BHL2008,BHL2008,
Shanxi,Fenxi,427,Fenxi Wangpanzhuang,-,13503.3,BHL2005,BHL2005,
Shanxi,Fenxi,428,Fenxi Zhushengou,1486.8,6772.6,BHL2005,BHL2005,
Shanxi,Fenyang,429,Fenyang Shuhe (aka Fenyang Jihe),8674.2,16567.4,BHL2005,BHL2005,
Shanxi,Gujiao,430,Gujiao Dongkou (also known as Gujiao Hekou),0,117529,-,BHL2005,
Shanxi,Gu,431,Gu County Jindui Bauxite Mine,7350,9918,CM Research,CM Research,
Shanxi,Hequ,432,Hequ Xijuzi,0,4245,BHL2005,BHL2005,
Shanxi,Heshun,433,Shanxi province Heshun County Aluminum Vanadium Plant,3888.6,3888.6,BHL2008,BHL2008,
Shanxi,Huairen,434,Huairen County Louzigou Mine,5886,14564.5,BHL2008,BHL2005,
Shanxi,Huozhou,435,Huo County Shilin Mine,20810,20810,BHL2008,BHL2008,
Shanxi,Jiaokou,436,Jiaokou City Nanlingshang Mine,6424,6424,BHL2008,BHL2008,
Shanxi,Jiaokou,437,Houwucheng Bx Mine,12165.9,13235,BHL2005,CM Research,
Shanxi,Jiaokou,438,Jiaokou City Bijiazhang Mine (Bijiazhang Nth (aka Bijiacheng)),19570,19570,BHL2008,BHL2008,
Shanxi,Jiaokou,439,Jiaokou City Pangziwa Mine (Longzi Chenwa (aka Pangziwa)),11846,11846,BHL2008,BHL2008,
Shanxi,Jiaokou,440,Jiaokou City Xiangyi Mine,13940,16700,BHL2008,CM Research,
Shanxi,Jiaokou,441,Jiaokou City Zhaojiaqiduo Bauxite Mine (Zhaojia Qianduo),27596,27596,BHL2008,BHL2008,
Shanxi,Jiaokou,442,Xiyadi,0,10133.4,BHL2005,BHL2005,
Shanxi,Jiaokou,443,Xiaozhuang or Xiaozhuang,0,40639.2,BHL2005,BHL2005,
Shanxi,Jiaokou,444,Tianjiashan,0,48796.2,BHL2005,BHL2005,
Shanxi,Jiaokou,445,Beiguxiang,0,36174.4,BHL2005,BHL2005,
Shanxi,Jiaokou,446,Nanguxiang,0,6288.4,BHL2005,BHL2005,
Shanxi,Jiaokou,447,Dingjiayao (aka T Jiayan),0,21933.9,BHL2005,BHL2005,
Shanxi,Jiaokou,448,Shangzhuang,0,21107,BHL2005,BHL2005,
Shanxi,Jiaokou,449,Taohua,0,16316.1,BHL2005,BHL2005,
Shanxi,Jiaokou,450,Yaozhuang,4769.6,52529.1,BHL2005,BHL2005,
Shanxi,Jiaokou,451,Bujiazhuang Sth (aka Guajiazhuang),5215.5,5215.5,BHL2008,BHL2008,
Shanxi,Jiaokou,452,Jiaokou City Zhaocun Bauxite Mine (Zhaocun),3550,28113.2,BHL2008,BHL2005,
Shanxi,Jiaokou,453,Shanxi Aluminum Plant Xiaoyi City Bauxite Mines,12153,12153,BHL2008,BHL2008,
Shanxi,Jiaokou,454,Shanxi province Jiaokou City Baijialing Bauxite Mine,405.24,405.24,BHL2008,BHL2008,
Shanxi,Jiaokou,455,Chaclo Niucaogou Bx Mine,9193.8,9193.8,CM Research,CM Research,
Shanxi,Jiaokou,456,Shanxi province Jiaokou City Xishan District Bauxite Mine,847.2,847.2,BHL2008,BHL2008,
Shanxi,Jiaokou,457,Jiaokou County Fengjiagang Bauxite Prospecting,0,38513.8,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Jiaokou,458,Jiaokou - Fenxi (Wajiagou) Bauxite Prospects Reconnaissance,0,252093,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Jiaokou,459,Xizongzhuang,14213.5,14213.5,BHL2008,BHL2008,
Shanxi,Jiaokou,460,Puyi Bauxite Mine II,2860,3226.7,"2012????????????????????, http://www.shanxilr.gov.cn/Article/ShowArticle.asp?ArticleID=33063",CM Research,
Shanxi,Jiaokou,461,Xiataohua Bauxite Mine,-,12170.5,-,CM Research,
Shanxi,Jiaokou,462,Xinzhuang Bauxite Mine,-,6330.9,-,CM Research,
Shanxi,Jiexiu,463,Jiexiu County Zhaojiazhuang Mine,4323,4323,BHL2008,BHL2008,
Shanxi,Jingle,464,Jingle (or Jingyue) Qianwenmeng,0,15993.6,BHL2005,BHL2005,
Shanxi,Jingle,465,Jingle Yuliangou,0,4436.3,BHL2005,BHL2005,
Shanxi,Jincheng,466,YangCheng Nanpo Deposit,2926,24860,CM Research,CM Research,
Shanxi,Lin,467,Tuanshuitou,10914.5,10914.5,"????????????????????, http://mall.cnki.net/magazine/Article/HBGT201601021.htm","????????????????????, http://mall.cnki.net/magazine/Article/HBGT201601021.htm",
Shanxi,Lin,468,Lin County Tuanshuitou Mine (Linxian Tuanshuitou),5125,5125,BHL2008,BHL2008,
Shanxi,Lin,469,Chengjiazhuang Bauxite Mine,8341,8341,BHL2008,BHL2008,
Shanxi,Lin,470,Liujiazhuang,28945,28945,BHL2008,BHL2008,
Shanxi,Lingshi,471,Linshi County Maojialing Mine (prev incorrectly Wangjialing),6716,6716,BHL2008,BHL2008,
Shanxi,Lingshi,472,Lingshi County Nanguan Mine,7470,7470,BHL2008,BHL2008,
Shanxi,Lingshi,473,Yangjiashan,13191,13191,BHL2008,BHL2008,
Shanxi,Lingshi,474,Lingshi County Yunyi Bauxite Reconnaissance,0,24192.8,-,REF 08-13 New Discoveries Document,
Shanxi,Lingshi,475,non allocated,24329.1,14366.9,BHL2005,BHL2005,
Shanxi,Liulin,476,Lanjiashan,28945,28945,BHL2008,BHL2008,
Shanxi,Liulin,477,Liulin County Chengjiazhuang Bauxite Mine,8341,355867,BHL2008,BHL2005,
Shanxi,Liulin,478,Liujiashan town aluminium mine exploitation,2870,2870,BHL2005,BHL2005,
Shanxi,Liulin,479,Liulin County Qujiagou - Shijiamao Village Area Bauxite Reconnaissance,0,26960,-,REF 08-13 New Discoveries Document,
Shanxi,Lvliang,480,Lvliang City Xishuba Area Bauxite Prospecting,17026.3,44163.3,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Loufan,481,Bao Neng 3,50400,50400,CM Research,CM Research,
Shanxi,Loufan,482,Loufan County Shicao Mine,2367,13204.9,BHL2008,BHL2005,
Shanxi,Loufan,483,Loufan County Xinkai Village Mine,5651,10594,BHL2008,BHL2005,
Shanxi,Yingze,484,Taiyuan Jinci,0,12474.8,BHL2008,BHL2005,
Shanxi,Yu,485,Yu (Mengxian) Baitupo Mine,9580,9580,BHL2008,BHL2008,
Shanxi,Yu,486,Yu (Mengxian) Guocun Mine,10986,10986,BHL2008,BHL2008,
Shanxi,Yu,487,Yu (Mengxian) Jiajianao Mine ,14782,14782,BHL2008,BHL2008,
Shanxi,Yu,488,Yu (Mengxian) Laoshishen Mine,4292,4292,BHL2008,BHL2008,
Shanxi,Yu,489,Yu (Mengxian) Nanliu Mine,8542,8542,BHL2008,BHL2008,
Shanxi,Yu,490,Xiaoyangou,15690,15690,"??????????????_????, http://news.163.com/10/1214/03/6NR7GPUB00014AED.html","??????????????_????, http://news.163.com/10/1214/03/6NR7GPUB00014AED.html",
Shanxi,Ningwu,491,Ningwu County Kuancaopin Mine (Kuangcaoping),33260,36703.6,BHL2008,BHL2005,
Shanxi,Ningwu,492,Xiabaiquan (village) aluminium mine,247.5,247.5,BHL2005,BHL2005,
Shanxi,Ningwu,493,Ningwu-Kelianying aluminium mine ( also known as Xiabaiquan Village Yimiao Joint Business aluminium mine),310.9,310.9,BHL2005,BHL2005,
Shanxi,Ningwu,494,Lijiabei aluminium mine ( also known as Ningwu Suojia Waxiangli Jiabei Aluminum Mine),200,200,BHL2005,BHL2005,
Shanxi,Ningwu,495,Huwopo auluminium mine (also known as Ningwu Suojiawa town Xidi Villiage huwopo Aluminium Mine),136,136,BHL2005,BHL2005,
Shanxi,Ningwu,496,Ningwu County Xihonghe Mine (Xihonghe),2917,3574.8,BHL2005,BHL2005,
Shanxi,Ningwu,497,Ningwu County Dongzhai - Jingleximafang Bauxite Prospects Reconnaissance,0,39375,-,REF 08-13 New Discoveries Document,
Shanxi,Pinglu,498,Caochuan Bx Mine,36150,36150,BHL2008,BHL2008,
Shanxi,Pinglu,499,Pinglu County Chuntouwa Mine (prev incorrectly Chunshan?ao),8907,8907,BHL2008,BHL2008,
Shanxi,Pinglu,500,Pinglu County Potou Mine,4056,4056,BHL2008,BHL2008,
Shanxi,Pinglu,501,Pinglu County Xiaping Mine (prev incorrectly Xiapin),50281,50281,BHL2008,BHL2008,
Shanxi,Pinglu,502,Pinglu County Zhenjiagou Mine,2193,2193,BHL2008,BHL2008,
Shanxi,Pinglu,503,Pinglu County Zhengjiagou Mine Bauxite Prospecting,7725.2,15372.2,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Pinglu,504,Shanxi province Pinglu County Liangshuiquan Bauxite Mine,637.7,637.7,BHL2008,BHL2008,
Shanxi,Pinglu,505,Shanxi province Pinglu County Zhoujiagou Mine Bauxite Mine,115.63,115.63,BHL2008,BHL2008,
Shanxi,Pinglu,506,Jinjiadi Bauxite Mine (prev incorrectly Jiniadi),13647.2,13647.2,"????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=141397","????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=141397",
Shanxi,Qinyuan,507,Qinyuan County Licheng Mine,10384,10384,BHL2008,BHL2008,
Shanxi,Qinyuan,508,Qinyuan County Yangpo Bauxite Mine,3220,3220,BHL2008,BHL2008,
Shanxi,Qinyuan,509,Qinyuan County Shapin Bauxite Mine,2882,2882,BHL2008,BHL2008,
Shanxi,Qinyuan,510,Changjialing Bauxite Mine,7686.1,7686.1,"????????????????/??????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=147595","????????????????/??????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=147595",
Shanxi,Qinyuan,511,Xintai Laowagou Bauxite Mine,0,2360,-,"??????????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=147167",
Shanxi,Qinyuan,512,Non allocated by mine,11621.6,93489,BHL2005,BHL2005,
Shanxi,Shenchi,513,Shenchi County Jiugu Mine (Shenchi Jiugu),2380,2380,BHL2008,BHL2008,
Shanxi,Shenchi,514,Shenchi Jiangjiaju,137.4,2788.2,BHL2005,BHL2005,
Shanxi,Shenchi,515,"Shenchi Yuying aluminium develop Co.,Ltd.Long yuan aluminium mine",870,870,BHL2005,BHL2005,
Shanxi,Shenchi,516,Shenchi Yuquanling aluminium mine,340,340,BHL2005,BHL2005,
Shanxi,Shuozhou,517,Shuocheng Haojiagou Mine,4586,7323.8,BHL2008,BHL2005,
Shanxi,Wutai,518,SPIC Wutai Tianhe Bx Mine,57775.8,57775.8,"?????????????????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=148546","?????????????????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=148546",
Shanxi,Wutai,519,Baijiazhuang,18635,18635,BHL2008,BHL2008,
Shanxi,Wutai,520,Wutai Weiping,1384,4545,BHL2005,BHL2005,
Shanxi,Wuxiang,521,Wuxiang County Tianwa Mine Bauxite Prospecting,8244.1,14574.6,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Xia,522,Xia County Qijiahe Mine,6211,6211,BHL2008,BHL2008,
Shanxi,Xia,523,Shanxi province Xiaxian Waguanmiao Mine Bauxite Mine,92.6,92.6,BHL2008,BHL2008,
Shanxi,Xiangyuan,524,Xiangyuan County Bauxite Mine,0,39017.8,-,REF 08-13 New Discoveries Document,
Shanxi,Xiangyuan,525,Changzhi City Xiangyuan County Miaojialing Area Bauxite Reconnaissance,9470,9470,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Xiaoyi,526,Shecun,32558,32558,"?????????????????_????_??_?????, http://www.dalilvcai.com/teach/show.php?itemid-492.html","?????????????????_????_??_?????, http://www.dalilvcai.com/teach/show.php?itemid-492.html",
Shanxi,Xiaoyi,527,Wengquanxiang,6818,6818,"??????????????????????????????????????, http://jkxlr.gov.cn/gggl/ShowArticle.asp?ArticleID=246","??????????????????????????????????????, http://jkxlr.gov.cn/gggl/ShowArticle.asp?ArticleID=246",
Shanxi,Xiaoyi,528,Shanxi Aluminum Plant Xiaoyi City Aluminum Mine Ke?e Mine,38332.2,38332.2,BHL2008,BHL2008,
Shanxi,Xiaoyi,529,Ke'e Bx Mine,22976,22976,BHL2008,BHL2008,
Shanxi,Xiaoyi,530,"Xiaoyi City Ke?e Mine Pujiayu, Linshang North Section",8320,8320,BHL2008,BHL2008,
Shanxi,Xiaoyi,531,Xiaoyi City Shigong Ke?e Mine,9037,9037,BHL2008,BHL2008,
Shanxi,Xiaoyi,532,Xiaoyi City Shigong Mine,26769,26769,BHL2008,BHL2008,
Shanxi,Xiaoyi,533,Xiaoyi City Shigong West Mine,7320,7320,BHL2008,BHL2008,
Shanxi,Xiaoyi,534,Shanxi Aluminum Plant Xiaoyi City Xihedi Mine,23957.3,35371,BHL2008,CM Research,
Shanxi,Xiaoyi,535,Chaichang Bx Mine,23610,23610,BHL2008,BHL2008,
Shanxi,Xiaoyi,536,Ducun Bx Mine,32595.6,44758.5,BHL2008,BHL2005,
Shanxi,Xiaoyi,537,Xiangwang Bx Mine,54383,54383,BHL2008,BHL2008,
Shanxi,Xiaoyi,538,Xiapu (less correctly Xiabao),8324.4,20750,BHL2008,CM Research,
Shanxi,Xing,539,Haojiagou,0,9692.9,BHL2005,BHL2005,
Shanxi,Xing,540,Aiyutou,0,8758.6,BHL2005,BHL2005,
Shanxi,Xing,541,Sunjiagou,0,16607.2,BHL2005,BHL2005,
Shanxi,Xing,542,Xing County Chejiazhuang Bauxite Mine,22840,23480.3,BHL2008,BHL2008,
Shanxi,Xing,543,Hejiagetai Bx Mine,12277,24716.8,BHL2008,BHL2005,
Shanxi,Xing,544,Xing County Huanghuitou Mine (Huanghuitou),8320,38731.7,BHL2008,BHL2005,
Shanxi,Xing,545,Yangjiagou Bx mine,8781.4,31282.5,"??????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=104314","??????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=104314",
Shanxi,Xing,546,Weijiatan Bx Mine,5370,5370,BHL2008,BHL2008,
Shanxi,Xing,547,Guanjiaya (is a big coal mine ? but no official Bx),-,23131,-,CM Research,
Shanxi,Xing,548,Fanjiatuan,28990,28990,"???????????????????????????????, http://www.shanxilr.gov.cn/Article/ShowArticle.asp?ArticleID=3490","???????????????????????????????, http://www.shanxilr.gov.cn/Article/ShowArticle.asp?ArticleID=3490",
Shanxi,Xing,549,Aojiawan Bauxite Mine,19923.7,19923.7,"???????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=130571","???????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=130571",
Shanxi,Xing,550,Xing County Houfada Bauxite Prospects Reconnaissance,477,146487,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Xing,551,Xing County Aojiawan Mine Bauxite Supplementary Exploration,19923.7,19923.7,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Xing,552,Xing County Sujiaji Mine Bauxite General Exploration,0,27858.6,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Xiyang,553,Xiyang County Lijiazhuang Mine,19152,19152,BHL2008,BHL2008,
Shanxi,Xiyang,554,Xiyang County Sandu Mine Bauxite Reconnaissance,0,8200,-,REF 08-13 New Discoveries Document,
Shanxi,Yuanping,555,Shanxi province Yuanping City Niushiyao Bauxite Mine,136.1,136.1,BHL2008,BHL2008,
Shanxi,Yuanping,556,Yuanping City Changlianggou Mine (Changlianggou),19868,38016.6,BHL2008,BHL2005,
Shanxi,Yuanping,557,Yuanping City Hongchi Mine (Hongchi),1576,1576,BHL2008,BHL2008,
Shanxi,Yuanping,558,Yuanping City Jiaochuan Mine (Jiaochuan),6972,8652.5,BHL2008,BHL2005,
Shanxi,Yuanping,559,Yuanping City Nanling Mine (Shangling (alt spelling Nangling)),1324,2014.4,BHL2008,BHL2005,
Shanxi,Yuanping,560,Yuanping City Shiqiang Mine (Shiqiang),6039,6495.6,BHL2008,BHL2008,
Shanxi,Yuanping,561,Dongcanshi Bauxite Mine (prev incorrectly Dongchanshi),5063,7352,"????????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=118250, & REF 08-13 New Discoveries Document","????????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=118250, & REF 08-13 New Discoveries Document",
Shanxi,Yangquan,562,Taihushi,9326,9326,BHL2005,BHL2005,
Shanxi,Yangquan,563,Yangquan City Baijiazhuang Mine,756,756,BHL2008,BHL2008,
Shanxi,Yangquan,564,Yangquan City Baiquan Mine,21904,21904,BHL2008,BHL2008,
Shanxi,Yangquan,565,Yangquan City Baiquan Mine ShanTounan Section,7863,7863,BHL2008,BHL2008,
Shanxi,Yangquan,566,Yangquan County Beiquan - Dongliangzhuang Area Bauxite Reconnaissance,8425,44361,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Shanxi,Yangquan,567,Yangquan City Bauxitic Clay Mine,9264.7,9264.7,BHL2008,BHL2008,
Shanxi,Yangquan,568,Qianmuping Bx Mine,16851,33706,BHL2008,CM Research,
Shanxi,Yangquan,569,Yangquan City Yangjiazhuang Mine,1088,1088,BHL2008,BHL2008,
Shanxi,Yangquan,570,Not allocated by mine,35763.1,38436.7,BHL2005,BHL2005,
