Importer.Exporter Combination,Exporter,Importer,2018_10,2018_11,2018_12,2019_1,2019_10,2019_11,2019_12,2019_2,2019_3,2019_4,2019_5,2019_6,2019_7,2019_8,2019_9
Iran_United Arab Emirates,United Arab Emirates,Iran,0.0,0.00025,0.0,0.0005250000000000001,0.00016433333333333336,0.00016433333333333336,0.00016433333333333336,0,0.0011970000000000001,0,0,0,0,0,0
Iraq_Iran,Iran,Iraq,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland_Brazil,Brazil,Ireland,0.142147,0.084373,0.170881,0.152705,0.172672,0.103603,0.11356758333333333,0.054001,0.116117,0.057466,0.117649,0.111489,0.119164,0.123379,0.11344
Ireland_Germany,Germany,Ireland,0.0,0.0,0.0,0,0,0.00888,0.0,0,0,0,0,0,0,0,0
Ireland_Greece,Greece,Ireland,0.0,0.0,0.0,0,0,0,0.0008668333333333333,0.006402,0,0,0,0.004,0,0,0
Ireland_Guinea,Guinea,Ireland,0.242962,0.274295,0.264974,0.302755,0.248695,0.236121,0.2784545,0.304436,0.316871,0.245539,0.343791,0.28989,0.237935,0.334469,0.183537
Ireland_Not Determin Extra EU Trade,Not Determin Extra EU Trade,Ireland,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ireland_Turkey,Turkey,Ireland,0.00415,0.0035,0.0,0.00525,0,0.006075,0.0029858333333333334,0,0,0.0058,0,0.00475,0.0035,0,0.00888
Ireland_United Kingdom,United Kingdom,Ireland,0.004591,8.2e-05,6.3e-05,9.5e-05,0.000168,0.00015,0.0007606666666666665,0.003469,5.1e-05,9.8e-05,0.000141,0.000113,7.6e-05,0.000108,0.000241
Ireland_United States,United States,Ireland,0.0,0.0,0.0,0,0,0,1.3333333333333335e-05,4e-05,3.4e-05,4e-05,0,2e-05,2.6e-05,0,0
Israel_Greece,Greece,Israel,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Israel_Turkey,Turkey,Israel,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Israel_United States,United States,Israel,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Italy_China,China,Italy,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Italy_France,France,Italy,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Italy_Germany,Germany,Italy,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Italy_Greece,Greece,Italy,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Italy_India,India,Italy,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Italy_Spain,Spain,Italy,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Japan_Brazil,Brazil,Japan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Japan_China,China,Japan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Japan_Germany,Germany,Japan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Japan_India,India,Japan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan_Germany,Germany,Kazakhstan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan_Russia,Russia,Kazakhstan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya_India,India,Kenya,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South_Australia",Australia,"Korea, South",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South_China",China,"Korea, South",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South_India",India,"Korea, South",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South_United States",United States,"Korea, South",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait_India,India,Kuwait,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia_Germany,Germany,Latvia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia_Greece,Greece,Latvia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon_Spain,Spain,Lebanon,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg_Brazil,Brazil,Luxembourg,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg_France,France,Luxembourg,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg_Germany,Germany,Luxembourg,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia_Germany,Germany,Macedonia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia_China,China,Malaysia,0.00065675,0.0010498,0.00044326500000000003,0.0013369999999999999,0.000232334,0.0007392045833333334,0.0007392045833333334,0.00085985,0.00038305,0.000607797,0.000769817,0.00106585,0.00038065,0.000926173,0.00039045299999999997
Malaysia_Germany,Germany,Malaysia,0.0,0.0,3.0030000000000002e-05,0,2.01e-05,4.1775e-06,4.1775e-06,0,0,0,0,2.01e-05,0,0,0
Malaysia_India,India,Malaysia,0.0,0.0,0.0,0,1.4999999999999999e-05,2.5e-06,2.5e-06,0,2.5e-05,0,0,0,0,0,5e-06
Malaysia_Singapore,Singapore,Malaysia,1.5999999999999998e-08,0.0,1.2e-08,0,0,1.2291666666666665e-07,1.2291666666666665e-07,0,0,0,0,0,1.5999999999999998e-08,1.431e-06,0
Malaysia_Taiwan,Taiwan,Malaysia,0.0,0.0,0.0,0,0,1.3125e-06,1.3125e-06,0,7.5e-07,0,1.4999999999999999e-05,0,0,0,0
Malaysia_Thailand,Thailand,Malaysia,1.4969e-05,1.0246e-05,0.0,1.2658000000000001e-05,6.064e-06,6.947166666666667e-06,6.947166666666667e-06,0,0,0,4.146000000000001e-06,2.398e-06,4.8320000000000005e-06,2.1288e-05,1.2829e-05
Mexico_Brazil,Brazil,Mexico,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_India,India,Mexico,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Spain,Spain,Mexico,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_United States,United States,Mexico,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova_Turkey,Turkey,Moldova,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco_Spain,Spain,Morocco,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal_India,India,Nepal,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands_Australia,Australia,Netherlands,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands_Brazil,Brazil,Netherlands,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands_France,France,Netherlands,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands_Germany,Germany,Netherlands,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands_Spain,Spain,Netherlands,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands_Turkey,Turkey,Netherlands,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands_United States,United States,Netherlands,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand_Australia,Australia,New Zealand,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand_India,India,New Zealand,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua_United States,United States,Nicaragua,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria_India,India,Nigeria,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Norway_Greece,Greece,Norway,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Norway_Spain,Spain,Norway,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Oman_Brazil,Brazil,Oman,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Oman_India,India,Oman,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea_Australia,Australia,Papua New Guinea,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Peru_Brazil,Brazil,Peru,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Peru_Turkey,Turkey,Peru,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Peru_United States,United States,Peru,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines_Germany,Germany,Philippines,9.999999999999999e-10,0.0,0.0,0,0,8.333333333333332e-11,8.333333333333332e-11,0,0,0,0,0,0,0,0
Philippines_Greece,Greece,Philippines,0.0,0.0,0.0,0,1.25e-07,0.0,0.0,0,0,0,0,0,0,0,0
Philippines_Malaysia,Malaysia,Philippines,0.0,0.0,0.0,0,0,1.5833333333333334e-09,1.5833333333333334e-09,0,0,0,0,0,0,1.9e-08,0
Poland_Canada,Canada,Poland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Poland_China,China,Poland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Poland_France,France,Poland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Poland_Germany,Germany,Poland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Poland_Montenegro,Montenegro,Poland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Poland_Spain,Spain,Poland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Poland_Turkey,Turkey,Poland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Poland_Ukraine,Ukraine,Poland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal_Brazil,Brazil,Portugal,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal_Spain,Spain,Portugal,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar_Brazil,Brazil,Qatar,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar_India,India,Qatar,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Romania_China,China,Romania,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Romania_Germany,Germany,Romania,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Romania_Greece,Greece,Romania,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Romania_Turkey,Turkey,Romania,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Russia_Brazil,Brazil,Russia,0.0,0.0,0.0,0,0,0,2e-06,0,0,0,0,0,0,0,2.4e-05
Russia_China,China,Russia,0.000404,0.0013450679999999998,0.00089415,0.00096975,0.000559,0.000371074,0.001001689,0.0006457500000000001,0.001038095,0.0010910310000000001,0.0017649999999999999,0.00133655,0.00038005,0.0012975,0.0008533239999999999
Russia_Czech Republic,Czech Republic,Russia,0.0,0.0,0.0,4.4238e-05,0,0,3.6864999999999998e-06,0,0,0,0,0,0,0,0
Russia_Germany,Germany,Russia,0.0,0.0,5.0000000000000004e-08,0,0,0,5.024999999999999e-06,5.9999999999999995e-05,0,0,0,0,0,0,2.5e-07
Russia_Guyana,Guyana,Russia,0.0,0.0,0.0,0,0,0,5.038333333333333e-06,0,0,6.046e-05,0,0,0,0,0
Russia_India,India,Russia,0.0,0.0,0.0,0,0,0,4.9999999999999996e-06,0,0,0,0,5.9999999999999995e-05,0,0,0
Russia_Indonesia,Indonesia,Russia,0.0,0.0,0.0,0,0,0,1.6666666666666669e-06,0,0,0,0,2e-05,0,0,0
Russia_Italy,Italy,Russia,0.0,0.0,0.0,0,7.1830000000000005e-06,0,0.0,0,0,0,0,0,0,0,0
Russia_Latvia,Latvia,Russia,0.0,0.0,0.0,0,0,0,1.6566666666666665e-06,0,0,1.988e-05,0,0,0,0,0
Russia_Netherlands,Netherlands,Russia,0.00011999999999999999,5.9999999999999995e-05,0.0,0.00011999999999999999,0.00017999999999999998,0,8.764999999999999e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00017999999999999998,7.08e-05,2e-05,0.00017999999999999998,0.00014000000000000001,4.1e-05
Russia_Spain,Spain,Russia,0.0,0.0,6e-06,0,3e-06,0,1.5033333333333333e-06,3e-07,3.9e-06,0,3.8400000000000005e-06,4e-06,0,0,0
Russia_Turkey,Turkey,Russia,0.0,0.0,0.0,0,0,0,8.333333333333333e-08,0,0,0,1e-06,0,0,0,0
Russia_Ukraine,Ukraine,Russia,0.000242,0.000128,0.000154,5e-05,0,0.00011999999999999999,0.00013491666666666665,0,5.9999999999999995e-05,0.000319,0.000125,7.000000000000001e-05,0.000179,0.00017,0.000122
Russia_United Kingdom,United Kingdom,Russia,0.0,0.0,0.0,0,6e-07,0,1.6666666666666669e-06,0,0,0,0,0,2e-05,0,0
Saudi Arabia_Brazil,Brazil,Saudi Arabia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia_India,India,Saudi Arabia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia_United States,United States,Saudi Arabia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal_Australia,Australia,Senegal,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal_Ghana,Ghana,Senegal,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia_Germany,Germany,Serbia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia_Greece,Greece,Serbia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia_Germany,Germany,Slovakia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia_Brazil,Brazil,Slovenia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia_Germany,Germany,Slovenia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia_India,India,Slovenia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia_Turkey,Turkey,Slovenia,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa_Brazil,Brazil,South Africa,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa_India,India,South Africa,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa_Spain,Spain,South Africa,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Spain_Australia,Australia,Spain,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Spain_Belgium,Belgium,Spain,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Spain_Brazil,Brazil,Spain,0.0,0.0,0.0,0,0,0,0.00929075,0,0.111489,0,0,0,0,0,0
Spain_China,China,Spain,0.000852,0.000416,0.000622,0.000459,0.000668,0.000431,0.0008672500000000001,0.00013,0.001397,0,0.000624,0.000885,0.001084,0.001093,0.002845
Spain_France,France,Spain,4.7e-05,2.5e-05,2.4e-05,0,2.5e-05,0,1.0083333333333334e-05,2.5e-05,0,0,0,0,0,0,0
Spain_Germany,Germany,Spain,0.0,1.5e-05,0.0,1.7e-05,5e-06,0,0.0007757500000000001,2e-06,0.004304,4e-06,0,9e-06,3e-06,9e-06,0.004946
Spain_Ghana,Ghana,Spain,0.0,0.0,0.0,0,0.05635,0,0.0,0,0,0,0,0,0,0,0
Spain_Guinea,Guinea,Spain,0.362948,0.18163,0.305555,0.296943,0.311681,0.314624,0.31395375,0.366149,0.244148,0.371443,0.29928,0.309792,0.305911,0.367312,0.356334
Spain_Guyana,Guyana,Spain,0.001,0.004144,0.006001,0.005961,0,0,0.0019454166666666667,0,0,0,0,0.000255,0,0,0.005984
Spain_India,India,Spain,0.00015,0.0,0.0,0,0.000275,0,7.708333333333334e-05,0,0.000175,0.000175,0.000325,0.0001,0,0,0
Spain_Italy,Italy,Spain,0.000129,2.5e-05,5.1e-05,7.6e-05,0,0.000252,0.00010800000000000001,7.6e-05,0.000103,0.000302,2.5e-05,0.000181,4.9e-05,0.000152,0.000127
Spain_Montenegro,Montenegro,Spain,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Spain_Netherlands,Netherlands,Spain,1.6e-05,0.0,6e-06,0,2e-06,1e-06,6.333333333333333e-06,1e-06,1.3e-05,6e-06,1e-06,5e-06,0,2.8e-05,0
Spain_Poland,Poland,Spain,0.0,0.0,0.0,0,0,0,2.5e-07,0,0,0,2e-06,0,1e-06,0,0
Spain_Suriname,Suriname,Spain,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Spain_Turkey,Turkey,Spain,0.0,0.00435,0.010932,0.004,0,0.00537,0.004211,0.0035,0.0043,0,0.00915,0,0.0041,0,0.0102
Spain_United Kingdom,United Kingdom,Spain,0.0,0.0,0.0,0,1e-06,0,0.0,0,0,0,0,0,0,0,0
Spain_United States,United States,Spain,0.0,0.0,0.0,0,1.9e-05,0,6.166666666666667e-06,0,0,0,1.8e-05,1.8e-05,0,0,3.8e-05
Sri Lanka_India,India,Sri Lanka,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan_India,India,Sudan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden_Germany,Germany,Sweden,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden_India,India,Sweden,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland_France,France,Switzerland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland_Germany,Germany,Switzerland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland_Spain,Spain,Switzerland,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan_China,China,Taiwan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan_Germany,Germany,Taiwan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan_India,India,Taiwan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan_United States,United States,Taiwan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania_India,India,Tanzania,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand_China,China,Thailand,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand_India,India,Thailand,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey_Brazil,Brazil,Turkey,0.0,0.0,0.0,0,0,0,6.250083333333333e-06,0,0,7.5e-05,0,0,0,9.999999999999999e-10,0
Turkey_China,China,Turkey,0.002196,0.00139,0.00207,0.002927,0.003265,0.0036469999999999996,0.0026009045000000004,0.000973,0.0042660039999999995,0.004375,0.003458,0.002013,0.0020310000000000003,0.00247485,0.0030369999999999998
Turkey_Germany,Germany,Turkey,0.0,0.0,8.7e-07,0,0,0,7.250000000000001e-08,0,0,0,0,0,0,0,0
Turkey_Guyana,Guyana,Turkey,0.0,0.0,0.0,0,0,0,0.000211925,0,0,0.0025431,0,0,0,0,0
Turkey_India,India,Turkey,4.8e-05,7.199999999999999e-05,2.4e-05,4.8e-05,0,7.199999999999999e-05,3.399999999999999e-05,7.199999999999999e-05,0,2.4e-05,0,4.8e-05,2.4e-05,0,4.8e-05
Turkey_Montenegro,Montenegro,Turkey,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Turkey_Netherlands,Netherlands,Turkey,0.0,0.0,0.0,0,2.1941e-05,0,6.266666666666666e-06,0,2.4e-06,0,4.2000000000000004e-05,2e-06,3.6e-06,2.52e-05,0
Turkey_Singapore,Singapore,Turkey,0.000135,0.000135,0.0,0,0,0,2.25e-05,0,0,0,0,0,0,0,0
Turkey_Spain,Spain,Turkey,0.0,0.0,0.0,0,0,1e-08,0.0,0,0,0,0,0,0,0,0
Turkey_United States,United States,Turkey,0.0,0.0,0.0,0,0,1.1113e-05,0.0,0,0,0,0,0,0,0,0
Ukraine_Brazil,Brazil,Ukraine,0.0,0.0,0.0433,0.041671,0,0,0.007080916666666666,0,0,0,0,0,0,0,0
Ukraine_China,China,Ukraine,5.6e-05,7.950000000000001e-05,0.00084775,2.965e-05,0.00032375,9.0586e-05,0.00017676083333333334,8.724999999999999e-05,0.0001525,4.2229999999999994e-05,6.6e-05,4.25e-05,5.625e-05,0.0006202499999999999,4.125e-05
Ukraine_France,France,Ukraine,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ukraine_Germany,Germany,Ukraine,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ukraine_Ghana,Ghana,Ukraine,0.0,0.0,0.0,0,0.05152,0,0.0033708341666666666,0,0,1e-08,0.04045,0,0,0,0
Ukraine_Greece,Greece,Ukraine,0.002904,0.00628,0.003005,0,0.0032,0.00635,0.0020099999999999996,0,0,0,0.0030009999999999998,0,0.003,0.003,0.0029300000000000003
Ukraine_Guinea,Guinea,Ukraine,0.323401,0.311139212,0.4573816,0.294743,0.20220344,0.372122,0.3034275809166666,0.305793,0.41823899999999997,0.22883430100000002,0.312659928,0.26039999999999996,0.366297058,0.21457900000000002,0.147663872
Ukraine_Guyana,Guyana,Ukraine,0.125165,0.1235502,0.060556,0.110551,0.129131,0.134881,0.10811828999999999,0.1276693,0.10845,0,0.144787,0.166074,0.10122383,0.12512715,0.10426600000000001
Ukraine_Italy,Italy,Ukraine,0.0,0.0,1e-06,0,0,0,1.7083333333333332e-07,0,0,0,0,0,0,0,1.05e-06
Ukraine_Netherlands,Netherlands,Ukraine,0.0,3e-06,0.0,0,2e-06,0,2.5e-07,0,0,0,0,0,0,0,0
Ukraine_Russia,Russia,Ukraine,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ukraine_Turkey,Turkey,Ukraine,0.003,0.0,0.007,0,0.00595,0.003,0.001979166666666667,0,0,0,0,0.003,0.004849999999999999,0.0029500000000000004,0.0029500000000000004
United Arab Emirates_Australia,Australia,United Arab Emirates,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates_Brazil,Brazil,United Arab Emirates,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates_Germany,Germany,United Arab Emirates,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates_India,India,United Arab Emirates,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_Australia,Australia,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_Brazil,Brazil,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_France,France,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_Germany,Germany,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_Greece,Greece,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_India,India,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_Spain,Spain,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_Turkey,Turkey,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom_United States,United States,United Kingdom,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United States_Australia,Australia,United States,0.0,0.02805,0.0,0,0,0.03,0.024997,0.054176,0,0.054022,0,0,0,0.0495,0
United States_Brazil,Brazil,United States,0.0534,0.103043,0.0,0.053914,0.107798,0.055,0.108887,0.053699,0.04975,0.055,0.106392,0.05816,0.053987,0.103497,0
United States_Canada,Canada,United States,0.001301,0.00133,0.0,0.002109,0,0,0,0.000665,0.000514,0.001818,0.001053,0.000369,0.000512,0,0.000105
United States_China,China,United States,0.01269,0.001088,0.0,0.004992,0.001233,0.002487,0.0058909999999999995,0.000178,0.001599,0,0,0.0043,0,0.00265,0.005402
United States_Ghana,Ghana,United States,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United States_Guinea,Guinea,United States,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.05281
United States_Guyana,Guyana,United States,0.0066,0.036086,0.019539,0.011634,0.009397,0.017308999999999998,0.017847,0.01189,0.008974,0.017864,0.017044999999999998,0.011914,0.034718,0.012471,0.013451000000000001
United States_India,India,United States,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.000125,0,0,0
United States_Jamaica,Jamaica,United States,0.255092,0.318754,0.191213,0.255146,0.320601,0.356023,0.241408,0.190205,0.170288,0.302318,0.31797,0.320137,0.30921,0.252181,0.256844
United States_Netherlands,Netherlands,United States,3.7e-05,0.000122,7.6e-05,0.000122,5.9000000000000004e-05,0,3.6e-05,4.6e-05,0.000119,7.6e-05,0.000171,0.003676,4e-05,0,0
United States_Spain,Spain,United States,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
United States_Turkey,Turkey,United States,0.02188,0.065865,0.0,0.1335,0,0.028139,7.1e-05,0,0,0.054411,0.072049,0.021285,0.043271000000000004,0.049335,0
United States_United Kingdom,United Kingdom,United States,0.0,0.0,0.0,0,4e-06,0,4e-06,0,0,0,0,0,6e-06,0,0
Uruguay_Brazil,Brazil,Uruguay,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan_Russia,Russia,Uzbekistan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela_United States,United States,Venezuela,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam_China,China,Vietnam,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam_India,India,Vietnam,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam_United States,United States,Vietnam,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
