Province,County,Deposit/Mine,Inventory '000 t,"Geological
Endowment '000 t",Inventory Reference,Endowment Reference
Shandong,Zouwu,multiple,0,149730,,"Bauxite resource geological estimation in Zouwu Town Xuecheng District of Zaozhuang City Shandong Province, Written by Shandong Province No. 7 Geological Survey Institute, 2000"
Shandong,Zibo,Beijiaosong,4263,4263,CM Research,CM Research
Shandong,Zibo,Boshan,3941,3941,CM Research,CM Research
Shandong,Zibo,Hongshan,4099,4099,CM Research,CM Research
Shandong,Zibo,Hutian North,2682,2682,CM Research,CM Research
Shandong,Zibo,Hutian South,11228,11228,CM Research,CM Research
Shandong,Zibo,Hutian Tieye,664,664,CM Research,CM Research
Shandong,Zibo,Luocun,6719,6719,CM Research,CM Research
Shandong,Zibo,Tianzhuang (Fengshui),5425,5425,CM Research,CM Research
Shandong,Zibo,Wangcun,2945,2945,CM Research,CM Research
Shandong,Zibo,Wanshan,2420,2420,CM Research,CM Research
Shandong,Zibo,Yangquan,3900,3900,CM Research,CM Research
Shaanxi,Chencheng,Sanyanqiao,341,484,CM Research,CM Research
Shaanxi,Pucheng,Dongdang,5500,5500,CM Research,CM Research
Shaanxi,Fugu,,33646,33646,CM Research,CM Research
Shaanxi,Hancheng,Hancheng,220,220,CM Research,CM Research
Shaanxi,Tongchuan,Chenlu,943,943,CM Research,CM Research
Shaanxi,Xixiang,Xixiang,151,151,CM Research,CM Research
Shaanxi,Zhenba,Zhenba,461,461,CM Research,CM Research
Shaanxi,total Shaanxi,0,0,0,CM Research,CM Research
Shanxi,Baode,Palougou,43657,43657,BHL2005,BHL2005
Shanxi,Baode,Qiaotou,,850.8,BHL2005,BHL2005
Shanxi,Baode,Shiqiehe,0,140000,,CM Research
Shanxi,Baode,Baode County Guopianliang-Leijiamao Mine,50556,50556,BHL2008,BHL2008
Shanxi,Baode,Haojiata (Baode County Haojiata Bauxite Mine),11078,11078,BHL2008,BHL2008
Shanxi,Baode,Tianqiao (Baode County Tianqiao Mine ),25536,25536,BHL2008,BHL2008
Shanxi,Fangshan,Fangshan,,10000,,CM Research
Shanxi,Fenxi,Fenxi County Diandi Mine,4023,4023,BHL2008,BHL2008
Shanxi,Fenxi,Fenxi Wangpanzhuang,,13503.3,BHL2005,BHL2005
Shanxi,Fenxi,Fenxi Zhushengou,1486.8,6772.6,BHL2005,BHL2005
Shanxi,Fenyang,Fenyang Shuhe (aka Fenyang Jihe),8674.2,16567.4,BHL2005,BHL2005
Shanxi,Gujiao,Gujiao Dongkou (also known as Gujiao Hekou),0,117529,,BHL2005
Shanxi,Gu,Gu County Jindui Bauxite Mine,7350,9918,CM Research,CM Research
Shanxi,Hequ,Hequ Xijuzi,0,4245,BHL2005,BHL2005
Shanxi,Heshun,Shanxi province Heshun County Aluminum Vanadium Plant,3888.6,3888.6,BHL2008,BHL2008
Shanxi,Huairen,Huairen County Louzigou Mine,5886,14564.5,BHL2008,BHL2005
Shanxi,Huozhou,Huo County Shilin Mine,20810,20810,BHL2008,BHL2008
Shanxi,Jiaokou,Jiaokou City Nanlingshang Mine,6424,6424,BHL2008,BHL2008
Shanxi,Jiaokou,Houwucheng Bx Mine,12165.9,13235,BHL2005,CM Research
Shanxi,Jiaokou,Jiaokou City Bijiazhang Mine (Bijiazhang Nth (aka Bijiacheng)),19570,19570,BHL2008,BHL2008
Shanxi,Jiaokou,Jiaokou City Pangziwa Mine (Longzi Chenwa (aka Pangziwa)),11846,11846,BHL2008,BHL2008
Shanxi,Jiaokou,Jiaokou City Xiangyi Mine,13940,16700,BHL2008,CM Research
Shanxi,Jiaokou,Jiaokou City Zhaojiaqiduo Bauxite Mine (Zhaojia Qianduo),27596,27596,BHL2008,BHL2008
Shanxi,Jiaokou,Xiyadi,0,10133.4,BHL2005,BHL2005
Shanxi,Jiaokou,Xiaozhuang or Xiaozhuang,0,40639.2,BHL2005,BHL2005
Shanxi,Jiaokou,Tianjiashan,0,48796.2,BHL2005,BHL2005
Shanxi,Jiaokou,Beiguxiang,0,36174.4,BHL2005,BHL2005
Shanxi,Jiaokou,Nanguxiang,0,6288.4,BHL2005,BHL2005
Shanxi,Jiaokou,Dingjiayao (aka T Jiayan),0,21933.9,BHL2005,BHL2005
Shanxi,Jiaokou,Shangzhuang,0,21107,BHL2005,BHL2005
Shanxi,Jiaokou,Taohua,0,16316.1,BHL2005,BHL2005
Shanxi,Jiaokou,Yaozhuang,4769.6,52529.1,BHL2005,BHL2005
Shanxi,Jiaokou,Bujiazhuang Sth (aka Guajiazhuang),5215.5,5215.5,BHL2008,BHL2008
Shanxi,Jiaokou,Jiaokou City Zhaocun Bauxite Mine (Zhaocun),3550,28113.2,BHL2008,BHL2005
Shanxi,Jiaokou,Shanxi Aluminum Plant Xiaoyi City Bauxite Mines,12153,12153,BHL2008,BHL2008
Shanxi,Jiaokou,Shanxi province Jiaokou City Baijialing Bauxite Mine,405.24,405.24,BHL2008,BHL2008
Shanxi,Jiaokou,Chaclo Niucaogou Bx Mine,9193.8,9193.8,CM Research,CM Research
Shanxi,Jiaokou,Shanxi province Jiaokou City Xishan District Bauxite Mine,847.2,847.2,BHL2008,BHL2008
Shanxi,Jiaokou,Jiaokou County Fengjiagang Bauxite Prospecting,0,38513.8,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Jiaokou,Jiaokou - Fenxi (Wajiagou) Bauxite Prospects Reconnaissance,0,252093.3,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Jiaokou,Xizongzhuang,14213.5,14213.5,BHL2008,BHL2008
Shanxi,Jiaokou,Puyi Bauxite Mine II,2860,3226.7,"2012????????????????????, http://www.shanxilr.gov.cn/Article/ShowArticle.asp?ArticleID=33063",CM Research
Shanxi,Jiaokou,Xiataohua Bauxite Mine,,12170.5,,CM Research
Shanxi,Jiaokou,Xinzhuang Bauxite Mine,,6330.9,,CM Research
Shanxi,Jiexiu,Jiexiu County Zhaojiazhuang Mine,4323,4323,BHL2008,BHL2008
Shanxi,Jingle,Jingle (or Jingyue) Qianwenmeng,0,15993.6,BHL2005,BHL2005
Shanxi,Jingle,Jingle Yuliangou,0,4436.3,BHL2005,BHL2005
Shanxi,Jincheng,YangCheng Nanpo Deposit,2926,24860,CM Research,CM Research
Shanxi,Lin,Tuanshuitou,10914.5,10914.5,"????????????????????, http://mall.cnki.net/magazine/Article/HBGT201601021.htm","????????????????????, http://mall.cnki.net/magazine/Article/HBGT201601021.htm"
Shanxi,Lin,Lin County Tuanshuitou Mine (Linxian Tuanshuitou),5125,5125,BHL2008,BHL2008
Shanxi,Lin,Chengjiazhuang Bauxite Mine,8341,8341,BHL2008,BHL2008
Shanxi,Lin,Liujiazhuang,28945,28945,BHL2008,BHL2008
Shanxi,Lingshi,Linshi County Maojialing Mine (prev incorrectly Wangjialing),6716,6716,BHL2008,BHL2008
Shanxi,Lingshi,Lingshi County Nanguan Mine,7470,7470,BHL2008,BHL2008
Shanxi,Lingshi,Yangjiashan,13191,13191,BHL2008,BHL2008
Shanxi,Lingshi,Lingshi County Yunyi Bauxite Reconnaissance,0,24192.8,,REF 08-13 New Discoveries Document
Shanxi,Lingshi,non allocated,24329.1,14366.9,BHL2005,BHL2005
Shanxi,Liulin,Lanjiashan,28945,28945,BHL2008,BHL2008
Shanxi,Liulin,Liulin County Chengjiazhuang Bauxite Mine,8341,355867,BHL2008,BHL2005
Shanxi,Liulin,Liujiashan town aluminium mine exploitation,2870,2870,BHL2005,BHL2005
Shanxi,Liulin,Liulin County Qujiagou - Shijiamao Village Area Bauxite Reconnaissance,0,26960,,REF 08-13 New Discoveries Document
Shanxi,Lvliang,Lvliang City Xishuba Area Bauxite Prospecting,17026.3,44163.3,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Loufan,Bao Neng 3,50400,50400,CM Research,CM Research
Shanxi,Loufan,Loufan County Shicao Mine,2367,13204.9,BHL2008,BHL2005
Shanxi,Loufan,Loufan County Xinkai Village Mine,5651,10594,BHL2008,BHL2005
Shanxi,Yingze,Taiyuan Jinci,0,12474.8,BHL2008,BHL2005
Shanxi,Yu,Yu (Mengxian) Baitupo Mine,9580,9580,BHL2008,BHL2008
Shanxi,Yu,Yu (Mengxian) Guocun Mine,10986,10986,BHL2008,BHL2008
Shanxi,Yu,Yu (Mengxian) Jiajianao Mine ,14782,14782,BHL2008,BHL2008
Shanxi,Yu,Yu (Mengxian) Laoshishen Mine,4292,4292,BHL2008,BHL2008
Shanxi,Yu,Yu (Mengxian) Nanliu Mine,8542,8542,BHL2008,BHL2008
Shanxi,Yu,Xiaoyangou,15690,15690,"??????????????_????, http://news.163.com/10/1214/03/6NR7GPUB00014AED.html","??????????????_????, http://news.163.com/10/1214/03/6NR7GPUB00014AED.html"
Shanxi,Ningwu,Ningwu County Kuancaopin Mine (Kuangcaoping),33260,36703.6,BHL2008,BHL2005
Shanxi,Ningwu,Xiabaiquan (village) aluminium mine,247.5,247.5,BHL2005,BHL2005
Shanxi,Ningwu,Ningwu-Kelianying aluminium mine ( also known as Xiabaiquan Village Yimiao Joint Business aluminium mine),310.9,310.9,BHL2005,BHL2005
Shanxi,Ningwu,Lijiabei aluminium mine ( also known as Ningwu Suojia Waxiangli Jiabei Aluminum Mine),200,200,BHL2005,BHL2005
Shanxi,Ningwu,Huwopo auluminium mine (also known as Ningwu Suojiawa town Xidi Villiage huwopo Aluminium Mine),136,136,BHL2005,BHL2005
Shanxi,Ningwu,Ningwu County Xihonghe Mine (Xihonghe),2917,3574.8,BHL2005,BHL2005
Shanxi,Ningwu,Ningwu County Dongzhai - Jingleximafang Bauxite Prospects Reconnaissance,0,39375,,REF 08-13 New Discoveries Document
Shanxi,Pinglu,Caochuan Bx Mine,36150,36150,BHL2008,BHL2008
Shanxi,Pinglu,Pinglu County Chuntouwa Mine (prev incorrectly Chunshan’ao),8907,8907,BHL2008,BHL2008
Shanxi,Pinglu,Pinglu County Potou Mine,4056,4056,BHL2008,BHL2008
Shanxi,Pinglu,Pinglu County Xiaping Mine (prev incorrectly Xiapin),50281,50281,BHL2008,BHL2008
Shanxi,Pinglu,Pinglu County Zhenjiagou Mine,2193,2193,BHL2008,BHL2008
Shanxi,Pinglu,Pinglu County Zhengjiagou Mine Bauxite Prospecting,7725.2,15372.2,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Pinglu,Shanxi province Pinglu County Liangshuiquan Bauxite Mine,637.7,637.7,BHL2008,BHL2008
Shanxi,Pinglu,Shanxi province Pinglu County Zhoujiagou Mine Bauxite Mine,115.63,115.63,BHL2008,BHL2008
Shanxi,Pinglu,Jinjiadi Bauxite Mine (prev incorrectly Jiniadi),13647.2,13647.2,"????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=141397","????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=141397"
Shanxi,Qinyuan,Qinyuan County Licheng Mine,10384,10384,BHL2008,BHL2008
Shanxi,Qinyuan,Qinyuan County Yangpo Bauxite Mine,3220,3220,BHL2008,BHL2008
Shanxi,Qinyuan,Qinyuan County Shapin Bauxite Mine,2882,2882,BHL2008,BHL2008
Shanxi,Qinyuan,Changjialing Bauxite Mine,7686.1,7686.1,"????????????????/??????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=147595","????????????????/??????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=147595"
Shanxi,Qinyuan,Xintai Laowagou Bauxite Mine,0,2360,,"??????????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=147167"
Shanxi,Qinyuan,Non allocated by mine,11621.6,93489,BHL2005,BHL2005
Shanxi,Shenchi,Shenchi County Jiugu Mine (Shenchi Jiugu),2380,2380,BHL2008,BHL2008
Shanxi,Shenchi,Shenchi Jiangjiaju,137.4,2788.2,BHL2005,BHL2005
Shanxi,Shenchi,"Shenchi Yuying aluminium develop Co.,Ltd.Long yuan aluminium mine",870,870,BHL2005,BHL2005
Shanxi,Shenchi,Shenchi Yuquanling aluminium mine,340,340,BHL2005,BHL2005
Shanxi,Shuozhou,Shuocheng Haojiagou Mine,4586,7323.8,BHL2008,BHL2005
Shanxi,Wutai,SPIC Wutai Tianhe Bx Mine,57775.8,57775.8,"?????????????????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=148546","?????????????????????????????????????, http://search.ngac.cn/Search/Search_Detail_SG.aspx?DH=148546"
Shanxi,Wutai,Baijiazhuang,18635,18635,BHL2008,BHL2008
Shanxi,Wutai,Wutai Weiping,1384,4545,BHL2005,BHL2005
Shanxi,Wuxiang,Wuxiang County Tianwa Mine Bauxite Prospecting,8244.1,14574.6,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Xia,Xia County Qijiahe Mine,6211,6211,BHL2008,BHL2008
Shanxi,Xia,Shanxi province Xiaxian Waguanmiao Mine Bauxite Mine,92.6,92.6,BHL2008,BHL2008
Shanxi,Xiangyuan,Xiangyuan County Bauxite Mine,0,39017.8,,REF 08-13 New Discoveries Document
Shanxi,Xiangyuan,Changzhi City Xiangyuan County Miaojialing Area Bauxite Reconnaissance,9470,9470,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Xiaoyi,Shecun,32558,32558,"?????????????????_????_??_?????, http://www.dalilvcai.com/teach/show.php?itemid-492.html","?????????????????_????_??_?????, http://www.dalilvcai.com/teach/show.php?itemid-492.html"
Shanxi,Xiaoyi,Wengquanxiang,6818,6818,"??????????????????????????????????????, http://jkxlr.gov.cn/gggl/ShowArticle.asp?ArticleID=246","??????????????????????????????????????, http://jkxlr.gov.cn/gggl/ShowArticle.asp?ArticleID=246"
Shanxi,Xiaoyi,Shanxi Aluminum Plant Xiaoyi City Aluminum Mine Ke’e Mine,38332.2,38332.2,BHL2008,BHL2008
Shanxi,Xiaoyi,Ke'e Bx Mine,22976,22976,BHL2008,BHL2008
Shanxi,Xiaoyi,"Xiaoyi City Ke’e Mine Pujiayu, Linshang North Section",8320,8320,BHL2008,BHL2008
Shanxi,Xiaoyi,Xiaoyi City Shigong Ke’e Mine,9037,9037,BHL2008,BHL2008
Shanxi,Xiaoyi,Xiaoyi City Shigong Mine,26769,26769,BHL2008,BHL2008
Shanxi,Xiaoyi,Xiaoyi City Shigong West Mine,7320,7320,BHL2008,BHL2008
Shanxi,Xiaoyi,Shanxi Aluminum Plant Xiaoyi City Xihedi Mine,23957.3,35371,BHL2008,CM Research
Shanxi,Xiaoyi,Chaichang Bx Mine,23610,23610,BHL2008,BHL2008
Shanxi,Xiaoyi,Ducun Bx Mine,32595.6,44758.5,BHL2008,BHL2005
Shanxi,Xiaoyi,Xiangwang Bx Mine,54383,54383,BHL2008,BHL2008
Shanxi,Xiaoyi,Xiapu (less correctly Xiabao),8324.4,20750,BHL2008,CM Research
Shanxi,Xing,Haojiagou,0,9692.9,BHL2005,BHL2005
Shanxi,Xing,Aiyutou,0,8758.6,BHL2005,BHL2005
Shanxi,Xing,Sunjiagou,0,16607.2,BHL2005,BHL2005
Shanxi,Xing,Xing County Chejiazhuang Bauxite Mine,22840,23480.3,BHL2008,BHL2008
Shanxi,Xing,Hejiagetai Bx Mine,12277,24716.8,BHL2008,BHL2005
Shanxi,Xing,Xing County Huanghuitou Mine (Huanghuitou),8320,38731.7,BHL2008,BHL2005
Shanxi,Xing,Yangjiagou Bx mine,8781.4,31282.5,"??????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=104314","??????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=104314"
Shanxi,Xing,Weijiatan Bx Mine,5370,5370,BHL2008,BHL2008
Shanxi,Xing,Guanjiaya (is a big coal mine … but no official Bx),,23131,,CM Research
Shanxi,Xing,Fanjiatuan,28990,28990,"???????????????????????????????, http://www.shanxilr.gov.cn/Article/ShowArticle.asp?ArticleID=3490","???????????????????????????????, http://www.shanxilr.gov.cn/Article/ShowArticle.asp?ArticleID=3490"
Shanxi,Xing,Aojiawan Bauxite Mine,19923.7,19923.7,"???????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=130571","???????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=130571"
Shanxi,Xing,Xing County Houfada Bauxite Prospects Reconnaissance,477,146487.2,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Xing,Xing County Aojiawan Mine Bauxite Supplementary Exploration,19923.7,19923.7,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Xing,Xing County Sujiaji Mine Bauxite General Exploration,0,27858.6,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Xiyang,Xiyang County Lijiazhuang Mine,19152,19152,BHL2008,BHL2008
Shanxi,Xiyang,Xiyang County Sandu Mine Bauxite Reconnaissance,0,8200,,REF 08-13 New Discoveries Document
Shanxi,Yuanping,Shanxi province Yuanping City Niushiyao Bauxite Mine,136.1,136.1,BHL2008,BHL2008
Shanxi,Yuanping,Yuanping City Changlianggou Mine (Changlianggou),19868,38016.6,BHL2008,BHL2005
Shanxi,Yuanping,Yuanping City Hongchi Mine (Hongchi),1576,1576,BHL2008,BHL2008
Shanxi,Yuanping,Yuanping City Jiaochuan Mine (Jiaochuan),6972,8652.5,BHL2008,BHL2005
Shanxi,Yuanping,Yuanping City Nanling Mine (Shangling (alt spelling Nangling)),1324,2014.4,BHL2008,BHL2005
Shanxi,Yuanping,Yuanping City Shiqiang Mine (Shiqiang),6039,6495.6,BHL2008,BHL2008
Shanxi,Yuanping,Dongcanshi Bauxite Mine (prev incorrectly Dongchanshi),5063,7352,"????????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=118250, & REF 08-13 New Discoveries Document","????????????????????, http://search.ngac.cn/Search/Search_Detail.aspx?PKIIB=118250, & REF 08-13 New Discoveries Document"
Shanxi,Yangquan,Taihushi,9326,9326,BHL2005,BHL2005
Shanxi,Yangquan,Yangquan City Baijiazhuang Mine,756,756,BHL2008,BHL2008
Shanxi,Yangquan,Yangquan City Baiquan Mine,21904,21904,BHL2008,BHL2008
Shanxi,Yangquan,Yangquan City Baiquan Mine ShanTounan Section,7863,7863,BHL2008,BHL2008
Shanxi,Yangquan,Yangquan County Beiquan - Dongliangzhuang Area Bauxite Reconnaissance,8425,44361,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Shanxi,Yangquan,Yangquan City Bauxitic Clay Mine,9264.7,9264.7,BHL2008,BHL2008
Shanxi,Yangquan,Qianmuping Bx Mine,16851,33706,BHL2008,CM Research
Shanxi,Yangquan,Yangquan City Yangjiazhuang Mine,1088,1088,BHL2008,BHL2008
Shanxi,Yangquan,Not allocated by mine,35763.1,38436.7,BHL2005,BHL2005
Shanxi,Yuanqu,Yangqu Total,0,20000,,CM Research
Shanxi,Zhongyang,Zhongyang Xiazaolin,0,10499.6,BHL2005,BHL2005
Shanxi,Zhongyang,Zhongyang County Shuiquangou Mine,1886,1886,BHL2008,BHL2008
Shanxi,Zhongyang,Zhongyang County Sucun Mine (Sucun Mine),5449,15309.4,BHL2005,BHL2005
Shanxi,Zuoquan,Zuoquan County Qinghedian Mine Bauxite Reconnaissance,0,66764.9,,REF 08-13 New Discoveries Document
Sichuan,Guangyuan,Zhuyuan-Fengtaishan,0,10466,,CM Research
Sichuan,Guangyuan,Yangmu,0,27000,,CM Research
Sichuan,Lushan,Dabaiyan,14520,87360,"CM Research, Lushan Investment Bureau in Sichuan Province 2007","CM Research, Lushan Investment Bureau in Sichuan Province 2007"
Sichuan,Miyi,,1160,6160,"CM Research, Call to Investment Bureau 2007","CM Research, Call to Investment Bureau 2007"
Sichuan,Tianquan,Ganhe,4540,4540,"??????????????-???????-?????????????????, http://www.zgsxzs.com/a/picture2/zhengfuzhaoshang/2011/0923/27000.html","??????????????-???????-?????????????????, http://www.zgsxzs.com/a/picture2/zhengfuzhaoshang/2011/0923/27000.html"
Xinjiang,Xinjiang,,553.2,553.2,BHL2008,BHL2008
Yunnan,Annin,Annin City Caopu Bauxite Mine,891,891,BHL2008,BHL2008
Yunnan,Annin,Annin City Min'aihe County Ermudashicong Bauxite Mine,3275,3275,BHL2008,BHL2008
Yunnan,Annin,Annin City Wenquan Bauxite Mine,346,346,BHL2008,BHL2008
Yunnan,Annin,Annin City Xianjie Dahongxiang Village Bauxite Mine,1027,1027,BHL2008,BHL2008
Yunnan,Chengong,Chengong County Qidian Matoushan Bauxite Mine,969,969,BHL2008,BHL2008
Yunnan,Fumin,Fumin County Chijiu Bauxite Mine,1942,1942,BHL2008,BHL2008
Yunnan,Fumin,Fumin County Laomeishan Bauxite Mine,1402,1402,BHL2008,BHL2008
Yunnan,Guangnan,Guangnan County Banmao Bauxite Mine,7052,7052,BHL2008,BHL2008
Yunnan,Guangnan,Guangnan County Jiaba Area Bauxite Prospecting,971,3085,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Yunnan,Gudu,Gudu District Dabanqiao Bauxite Mine,3654,3654,BHL2008,BHL2008
Yunnan,Heqing,Heqing County Zhongwo Bauxite Mine,239,239,BHL2008,BHL2008
Yunnan,Hongta,Hongta Xiaoshiqiao Bauxite Mine,147,147,BHL2008,BHL2008
Yunnan,Jinnin,Jinnin County Niulian Village Bauxite Mine,259,259,BHL2008,BHL2008
Yunnan,Ludian,Shuimo Bx mine,0,20100,,CM Research
Yunnan,Malipo,Yaorentang,1686.9,3464.3,"???????????????????????, http://www.docin.com/p-614809996.html","???????????????????????, http://www.docin.com/p-614809996.html"
Yunnan,Songming,Songming County Aziyin Bauxite Mine,1141,1141,BHL2008,BHL2008
Yunnan,Wenshan,Banmao Bx Mine,6266.8,6266.8,"??????????? ???????, http://www.docin.com/p-1361515794.html","??????????? ???????, http://www.docin.com/p-1361515794.html"
Yunnan,Wenshan,Maijiuping Bx Mine,20049.2,20049.2,"?????????????????????????, http://wenku.baidu.com/link?url=P1CTZRTFSySeLXdJSW9R6z9veJ87Bn6SOKVyik72OqM84sgAA6R73zJPVuGOlYN_gCitvk0MzBqViorC74wEEcfJiPK8F74Pqr4l84UUWzu","?????????????????????????, http://wenku.baidu.com/link?url=P1CTZRTFSySeLXdJSW9R6z9veJ87Bn6SOKVyik72OqM84sgAA6R73zJPVuGOlYN_gCitvk0MzBqViorC74wEEcfJiPK8F74Pqr4l84UUWzu"
Yunnan,Wenshan,Hongsheke Bx Mine,13931,13931,"?????????????????????????..., http://www.docin.com/p-573384106.html","?????????????????????????..., http://www.docin.com/p-573384106.html"
Yunnan,Wenshan,Wenshan County Dashipen Bauxite Mine (perv incorrectly Dashipeng),17943.2,17943.2,,
Yunnan,Wenshan,Wenshan County Yangliujing Bauxite Mine (prev incorrectly  Yangliujin),9338.1,9338.1,,
Yunnan,Wenshan,Wenshan County TianshanQiao - Yanshan County Ameng Area Bauxite Prospecting,10615,15423,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document
Yunnan,Xichou,Non-occupied I,8581,8581,BHL2008,BHL2008
Yunnan,Xichou,Non-occupied II,784,784,BHL2008,BHL2008
Yunnan,Xichou,Xichou County Maijiuping Bauxite Mine,20049.2,20049.2,"?????????????????????????, https://wenku.baidu.com/view/497a2ff9f705cc17552709b4.html","?????????????????????????, https://wenku.baidu.com/view/497a2ff9f705cc17552709b4.html"
Yunnan,Xichou,Xichou County Qincaitang Bauxite Mine,4231,4231,BHL2008,BHL2008
Yunnan,Xichou,"Yunnan Xigang Abrasive Co., Ltd. Maijiuping Bauxite Mine",569,569,BHL2008,BHL2008
Yunnan,Xishan,Xishan District Dapuji Bauxite Mine,124,124,BHL2008,BHL2008
Yunnan,Xishan,"Xishan District Falu Village, Fenghuang Village Bauxite Mine",574,574,BHL2008,BHL2008
Yunnan,Xishan,Xishan District Shalang Bauxite Mine,251,251,BHL2008,BHL2008
Yunnan,Xishan,Xishan District Tiefeng'an Bauxite Mine,109,109,BHL2008,BHL2008
Yunnan,Yanshan,Yanshan County Hongsheke Bauxite Mine,5666,13931,CM Research,CM Research
